0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.6,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.9,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,20.1,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,6.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.0,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,6.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.2,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.6,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.6,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.8,34.0,42.0,2.0,47.0,52.0,58.0,61.0
88.0,1.0,4.0,10.0,3.0,12.0,989.0,41.0,10.0,5200.0,9999.0,9999.0,9999.0,11.18,1125.0,17.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.6,34.0,42.0,2.0,47.0,52.0,58.0,61.0
100.0,1.0,5.0,11.0,3.0,12.0,799.0,30.0,19.0,4200.0,825.0,4500.0,4500.0,15.73,1.26,16.0,23.0,29.0,2.0,6.0,27.6,6.7,6.0,25.3,7.0,24.3,34.0,37.0,1.0,48.0,53.0,57.0,62.0
113.0,1.0,7.0,10.0,3.0,12.0,995.0,56.0,11.0,5700.0,9999.0,9999.0,9999.0,14.27,1.132,15.0,28.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,15.2,34.0,40.0,1.0,47.0,52.0,58.0,61.0
140.0,1.0,4.0,11.0,3.0,12.0,1191.0,45.0,20.0,4000.0,875.0,5000.0,9999.0,14.77,1129.0,17.0,0.0,0.0,2.0,7.0,36.0,9999.0,7.0,31.5,9999.0,18.4,34.0,40.0,1.0,48.0,53.0,58.0,64.0
195.0,1.0,4.0,11.0,3.0,12.0,1422.0,55.0,20.0,4000.0,680.0,9999.0,9999.0,17.23,1.21,17.0,0.0,0.0,2.0,7.0,36.0,9999.0,7.0,31.5,9999.0,18.0,34.0,40.0,1.0,48.0,53.0,57.0,64.0
195.0,1.0,4.0,11.0,3.0,12.0,1422.0,55.0,20.0,4000.0,950.0,4800.0,9999.0,17.23,1.21,17.0,0.0,0.0,2.0,7.0,36.0,9999.0,7.0,31.5,9999.0,17.5,34.0,40.0,1.0,48.0,53.0,57.0,64.0
65.0,1.0,4.0,10.0,4.0,12.0,899.0,29.0,9.0,5500.0,850.0,9999.0,9999.0,9.09,1.42,19.0,23.0,29.0,2.0,7.0,29.0,9999.0,7.0,26.0,9999.0,25.3,35.0,39.0,1.0,47.0,55.0,58.0,61.0
77.0,1.0,4.0,10.0,4.0,12.0,993.0,40.0,9.0,5500.0,9999.0,9999.0,9999.0,9.74,847.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.0,34.0,40.0,1.0,47.0,52.0,58.0,61.0
77.0,1.0,4.0,10.0,4.0,12.0,993.0,40.0,9.0,5500.0,9999.0,9999.0,9999.0,9.74,847.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.1,34.0,40.0,1.0,47.0,52.0,58.0,61.0
79.0,1.0,4.0,10.0,4.0,12.0,998.0,40.0,10.0,6000.0,650.0,9999.0,9999.0,9.95,887.0,17.0,23.0,29.0,4.0,5.5,27.5,9999.0,5.5,22.5,9999.0,20.9,34.0,43.0,2.0,47.0,52.0,57.0,61.0
79.0,1.0,4.0,10.0,4.0,12.0,998.0,40.0,10.0,6000.0,650.0,9999.0,9999.0,9.95,887.0,17.0,23.0,29.0,4.0,5.5,27.5,9999.0,5.5,22.5,9999.0,20.9,34.0,43.0,2.0,47.0,52.0,57.0,61.0
79.0,1.0,4.0,10.0,4.0,12.0,998.0,40.0,10.0,6000.0,650.0,9999.0,9999.0,9.95,887.0,17.0,23.0,29.0,4.0,5.5,27.5,9999.0,5.5,22.5,9999.0,20.9,34.0,43.0,2.0,47.0,52.0,57.0,61.0
79.0,1.0,4.0,10.0,4.0,12.0,998.0,40.0,10.0,6000.0,775.0,9999.0,9999.0,9.95,887.0,17.0,23.0,29.0,4.0,5.5,27.5,9999.0,5.5,22.5,9999.0,21.5,34.0,43.0,2.0,47.0,52.0,57.0,61.0
82.0,1.0,4.0,10.0,4.0,12.0,999.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,10.31,1.16,21.0,23.0,29.0,3.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.2,34.0,40.0,1.0,47.0,52.0,58.0,61.0
82.0,1.0,4.0,10.0,4.0,12.0,999.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,10.31,1.16,21.0,23.0,29.0,3.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.2,34.0,40.0,1.0,47.0,52.0,58.0,61.0
82.0,1.0,4.0,10.0,4.0,12.0,999.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,10.31,1.16,21.0,23.0,29.0,3.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.2,34.0,40.0,1.0,47.0,52.0,58.0,61.0
82.0,1.0,4.0,10.0,4.0,12.0,999.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,10.31,1.16,21.0,23.0,29.0,3.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,21.2,34.0,40.0,1.0,47.0,52.0,58.0,61.0
84.0,1.0,4.0,10.0,4.0,12.0,997.0,37.0,10.0,5000.0,9999.0,9999.0,9999.0,10.59,0.85,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,28.0,35.0,43.0,1.0,47.0,52.0,58.0,61.0
84.0,1.0,4.0,10.0,4.0,12.0,1296.0,44.0,10.0,6000.0,850.0,9999.0,9999.0,8.14,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
84.0,1.0,4.0,10.0,4.0,12.0,1296.0,44.0,10.0,6000.0,850.0,9999.0,9999.0,8.14,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
85.0,1.0,4.0,10.0,4.0,12.0,973.0,43.0,10.0,5600.0,900.0,9999.0,9999.0,10.98,1.84,16.0,23.0,29.0,4.0,5.0,28.0,6.9,5.0,25.0,7.4,21.9,34.0,37.0,2.0,47.0,52.0,58.0,61.0
86.0,1.0,4.0,10.0,4.0,12.0,999.0,37.0,11.0,5000.0,9999.0,9999.0,9999.0,10.82,1.52,16.0,23.0,29.0,2.0,9999.0,31.0,8.5,9999.0,26.0,8.5,23.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
86.0,1.0,4.0,10.0,4.0,12.0,999.0,37.0,11.0,5000.0,9999.0,9999.0,9999.0,10.82,1.52,16.0,23.0,29.0,2.0,9999.0,31.0,8.5,9999.0,26.0,8.5,24.4,34.0,40.0,1.0,47.0,52.0,58.0,61.0
86.0,1.0,4.0,10.0,4.0,12.0,999.0,37.0,11.0,5000.0,700.0,9999.0,9999.0,10.82,1.52,16.0,23.0,29.0,2.0,9999.0,31.0,8.5,9999.0,26.0,8.5,23.6,34.0,40.0,1.0,47.0,52.0,58.0,61.0
86.0,1.0,4.0,10.0,4.0,12.0,1108.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,9.75,1.29,17.0,23.0,29.0,2.0,7.0,30.4,8.8,7.0,27.4,8.8,18.8,34.0,40.0,1.0,47.0,55.0,58.0,61.0
86.0,1.0,4.0,10.0,4.0,12.0,1108.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,9.75,1.29,17.0,23.0,29.0,2.0,7.0,30.4,8.8,7.0,27.4,8.8,18.4,34.0,40.0,1.0,47.0,55.0,58.0,61.0
88.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,9.0,6200.0,850.0,9999.0,9999.0,9.84,958.0,21.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,18.3,34.0,40.0,1.0,47.0,55.0,58.0,61.0
90.0,1.0,4.0,10.0,4.0,12.0,998.0,50.0,10.0,6000.0,550.0,9999.0,9999.0,11.33,0.967,17.0,25.0,29.0,4.0,5.0,26.0,7.2,5.0,22.6,6.8,17.0,34.0,39.0,2.0,47.0,52.0,57.0,61.0
90.0,1.0,4.0,10.0,4.0,12.0,998.0,50.0,10.0,6000.0,550.0,9999.0,9999.0,11.33,0.967,17.0,25.0,29.0,4.0,5.0,26.0,7.2,5.0,22.6,6.8,17.0,34.0,39.0,2.0,47.0,52.0,57.0,61.0
90.0,1.0,4.0,10.0,4.0,12.0,998.0,50.0,10.0,6000.0,550.0,9999.0,9999.0,11.33,0.967,17.0,25.0,29.0,4.0,5.0,26.0,7.2,5.0,22.6,6.8,16.8,34.0,39.0,2.0,47.0,52.0,57.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
91.0,1.0,4.0,10.0,4.0,12.0,1124.0,44.0,10.0,5600.0,850.0,6500.0,9999.0,10.17,958.0,16.0,23.0,29.0,2.0,7.0,36.8,8.2,7.0,29.4,8.2,20.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1149.0,43.0,10.0,5250.0,740.0,6100.0,9999.0,10.17,1113.0,15.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,20.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1149.0,43.0,10.0,5250.0,740.0,6100.0,9999.0,10.17,1113.0,15.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,20.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1149.0,43.0,10.0,5250.0,740.0,6100.0,9999.0,10.17,1113.0,15.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.1,34.0,40.0,1.0,47.0,52.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1149.0,43.0,10.0,5250.0,740.0,6100.0,9999.0,10.17,1113.0,15.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.1,34.0,40.0,1.0,47.0,52.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1149.0,43.0,10.0,5250.0,740.0,6100.0,9999.0,10.17,1113.0,15.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,19.7,34.0,40.0,1.0,47.0,52.0,58.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1297.0,37.0,10.0,5000.0,9999.0,9999.0,9999.0,9.01,1.21,19.0,23.0,29.0,2.0,7.0,34.5,5.3,7.0,29.0,5.1,25.2,35.0,37.0,1.0,47.0,52.0,57.0,61.0
93.0,1.0,4.0,10.0,4.0,12.0,1297.0,37.0,10.0,5000.0,9999.0,9999.0,9999.0,9.01,1.21,19.0,23.0,29.0,2.0,7.0,34.5,5.3,7.0,29.0,5.1,25.6,35.0,37.0,1.0,47.0,52.0,57.0,61.0
95.0,1.0,4.0,11.0,4.0,12.0,1527.0,40.0,23.0,5000.0,800.0,5450.0,9999.0,7.82,1.65,17.0,23.0,29.0,2.0,7.0,37.0,8.9,7.0,31.6,8.9,22.3,34.0,40.0,1.0,47.0,54.0,59.0,63.0
95.0,1.0,4.0,11.0,4.0,12.0,1527.0,42.0,23.0,5000.0,800.0,5450.0,9999.0,7.82,1.65,17.0,23.0,29.0,2.0,7.0,37.0,8.9,7.0,31.6,8.9,21.4,34.0,40.0,1.0,47.0,54.0,59.0,63.0
98.0,1.0,4.0,10.0,4.0,12.0,1242.0,44.0,10.0,5500.0,900.0,9999.0,9999.0,9.92,1114.0,17.0,23.0,29.0,2.0,7.0,31.2,9999.0,7.0,27.2,9999.0,19.7,34.0,40.0,1.0,47.0,55.0,58.0,61.0
98.0,1.0,4.0,10.0,4.0,12.0,1242.0,44.0,10.0,5500.0,900.0,9999.0,9999.0,9.92,1114.0,17.0,23.0,29.0,2.0,7.0,31.2,9999.0,7.0,27.2,9999.0,20.2,34.0,40.0,1.0,47.0,55.0,58.0,61.0
99.0,1.0,4.0,10.0,4.0,12.0,1289.0,40.0,10.0,4500.0,800.0,9999.0,9999.0,9.65,0.954,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,23.4,35.0,43.0,1.0,47.0,52.0,58.0,61.0
99.0,1.0,6.0,10.0,4.0,12.0,1299.0,50.0,10.0,6000.0,800.0,9999.0,9999.0,9.58,1.2,21.0,23.0,29.0,2.0,7.0,36.0,9999.0,7.0,30.0,9999.0,17.3,34.0,40.0,1.0,47.0,55.0,58.0,61.0
99.0,1.0,6.0,10.0,4.0,12.0,1299.0,50.0,10.0,6000.0,800.0,9999.0,9999.0,9.58,1.2,21.0,23.0,29.0,2.0,7.0,36.0,9999.0,7.0,30.0,9999.0,17.9,34.0,40.0,1.0,47.0,55.0,58.0,61.0
99.0,1.0,4.0,10.0,4.0,12.0,1299.0,50.0,10.0,6000.0,800.0,9999.0,9999.0,9.58,1.2,21.0,23.0,29.0,2.0,7.0,36.0,9999.0,7.0,30.0,9999.0,16.1,34.0,40.0,1.0,47.0,55.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1242.0,44.0,10.0,5000.0,9999.0,9999.0,9999.0,10.32,1114.0,17.0,23.0,29.0,2.0,7.0,31.2,9999.0,7.0,27.2,9999.0,19.5,34.0,40.0,1.0,47.0,55.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1242.0,44.0,10.0,5000.0,9999.0,9999.0,9999.0,10.32,1114.0,17.0,23.0,29.0,2.0,7.0,31.2,9999.0,7.0,27.2,9999.0,19.9,34.0,40.0,1.0,47.0,55.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1324.0,47.0,10.0,5200.0,9999.0,9999.0,9999.0,9.68,1178.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,16.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1324.0,47.0,10.0,5200.0,9999.0,9999.0,9999.0,9.68,1178.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.0,34.0,40.0,1.0,47.0,52.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1324.0,47.0,10.0,5200.0,9999.0,9999.0,9999.0,9.68,1178.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,16.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1324.0,47.0,10.0,5200.0,9999.0,9999.0,9999.0,9.68,1178.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.0,34.0,40.0,1.0,47.0,52.0,58.0,61.0
102.0,1.0,4.0,10.0,4.0,12.0,1324.0,47.0,10.0,5200.0,9999.0,9999.0,9999.0,9.68,1178.0,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.6,34.0,40.0,1.0,47.0,52.0,58.0,61.0
103.0,1.0,4.0,10.0,4.0,12.0,1275.0,55.0,10.0,6000.0,650.0,9999.0,9999.0,10.15,1.134,17.0,23.0,29.0,4.0,5.5,27.5,7.9,5.5,22.5,7.9,15.6,34.0,43.0,2.0,47.0,52.0,57.0,61.0
103.0,1.0,4.0,10.0,4.0,12.0,1275.0,55.0,10.0,6000.0,650.0,9999.0,9999.0,10.15,1.134,17.0,23.0,29.0,4.0,5.5,27.5,7.9,5.5,22.5,7.9,16.0,34.0,43.0,2.0,47.0,52.0,57.0,61.0
103.0,2.0,8.0,10.0,4.0,12.0,1299.0,51.0,10.0,6000.0,800.0,9999.0,9999.0,9.96,1.2,21.0,23.0,29.0,2.0,7.0,36.0,9999.0,7.0,30.0,9999.0,19.4,34.0,40.0,1.0,47.0,55.0,58.0,61.0
103.0,2.0,8.0,10.0,4.0,12.0,1299.0,51.0,10.0,6000.0,800.0,9999.0,9999.0,9.96,1.2,21.0,23.0,29.0,2.0,7.0,36.0,9999.0,7.0,30.0,9999.0,19.1,34.0,40.0,1.0,47.0,55.0,58.0,61.0
104.0,1.0,4.0,10.0,4.0,12.0,1241.0,54.0,10.0,6000.0,9999.0,9999.0,9999.0,10.53,1113.0,17.0,23.0,29.0,2.0,7.0,31.4,9.5,7.0,27.4,9.5,19.0,34.0,40.0,1.0,47.0,52.0,58.0,61.0
104.0,2.0,5.0,10.0,4.0,12.0,1299.0,59.0,10.0,6000.0,750.0,9999.0,9999.0,10.06,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,16.7,34.0,40.0,1.0,47.0,52.0,57.0,61.0
104.0,2.0,8.0,10.0,4.0,12.0,1299.0,59.0,10.0,6000.0,750.0,9999.0,9999.0,10.06,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,17.5,34.0,40.0,1.0,47.0,52.0,57.0,61.0
104.0,2.0,8.0,10.0,4.0,12.0,1299.0,59.0,10.0,6000.0,750.0,9999.0,9999.0,10.06,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,17.8,34.0,40.0,1.0,47.0,52.0,57.0,61.0
105.0,1.0,4.0,10.0,4.0,12.0,1297.0,44.0,10.0,5000.0,9999.0,9999.0,9999.0,10.17,1.21,19.0,23.0,29.0,2.0,7.0,34.5,9999.0,7.0,29.0,9999.0,20.2,35.0,37.0,1.0,47.0,52.0,57.0,61.0
105.0,1.0,4.0,10.0,4.0,12.0,1296.0,62.0,10.0,6500.0,850.0,9999.0,9999.0,10.18,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,13.4,34.0,40.0,1.0,47.0,52.0,58.0,61.0
105.0,1.0,4.0,10.0,4.0,12.0,1296.0,62.0,10.0,6500.0,850.0,9999.0,9999.0,10.18,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,13.9,34.0,40.0,1.0,47.0,52.0,58.0,61.0
105.0,2.0,6.0,10.0,4.0,12.0,1296.0,61.0,10.0,6100.0,850.0,9999.0,9999.0,10.18,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.4,34.0,40.0,1.0,47.0,52.0,58.0,61.0
105.0,2.0,6.0,10.0,4.0,12.0,1296.0,61.0,10.0,6100.0,850.0,9999.0,9999.0,10.18,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
105.0,2.0,6.0,10.0,4.0,12.0,1296.0,61.0,10.0,6100.0,850.0,9999.0,9999.0,10.18,0.94,21.0,23.0,29.0,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,17.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
106.0,1.0,4.0,10.0,4.0,12.0,1289.0,50.0,10.0,5000.0,800.0,9999.0,9999.0,10.33,0.954,21.0,23.0,29.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,18.7,35.0,43.0,1.0,47.0,52.0,58.0,61.0
106.0,1.0,4.0,10.0,4.0,12.0,1299.0,63.0,10.0,6000.0,9999.0,9999.0,9999.0,10.25,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,14.1,34.0,40.0,1.0,47.0,52.0,57.0,61.0
106.0,1.0,4.0,10.0,4.0,12.0,1299.0,63.0,10.0,6000.0,9999.0,9999.0,9999.0,10.25,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,14.6,34.0,40.0,1.0,47.0,52.0,57.0,61.0
106.0,1.0,4.0,10.0,4.0,12.0,1299.0,63.0,10.0,6000.0,9999.0,9999.0,9999.0,10.25,1.2,22.0,23.0,29.0,4.0,5.5,9999.0,9999.0,5.5,9999.0,9999.0,15.2,34.0,40.0,1.0,47.0,52.0,57.0,61.0
107.0,1.0,4.0,10.0,4.0,12.0,1390.0,55.0,10.0,6000.0,750.0,9999.0,9999.0,9.67,1.16,21.0,23.0,29.0,2.0,7.0,37.5,9999.0,7.0,33.5,9999.0,18.5,34.0,40.0,1.0,47.0,55.0,58.0,61.0
107.0,1.0,4.0,10.0,4.0,12.0,1299.0,55.0,10.0,6000.0,750.0,9999.0,9999.0,10.35,1155.0,15.0,23.0,29.0,3.0,6.5,9999.0,9999.0,6.5,9999.0,9999.0,17.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
107.0,1.0,4.0,10.0,4.0,12.0,1299.0,55.0,10.0,6000.0,750.0,9999.0,9999.0,10.35,1155.0,15.0,23.0,29.0,3.0,6.5,9999.0,9999.0,6.5,9999.0,9999.0,17.5,34.0,40.0,1.0,47.0,52.0,58.0,61.0
