0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
6.9,2.0,7.0,3498.0,180.0,9.0,8.9,0.673,9999.0,9999.0,250.0,1.57,36.8,40.8,2.9
6.9,2.0,7.0,1998.0,108.0,9.0,8.6,9999.0,9999.0,9999.0,215.0,1119.0,38.1,32.0,3613.0
6.9,1.0,7.0,2319.0,176.0,9.0,8.2,624.0,9999.0,9999.0,250.0,1186.0,22.6,41.3,2.8
6.9,2.0,7.0,2935.0,124.0,9.0,8.4,9999.0,9999.0,9999.0,226.0,1.5,33.9,39.8,2.876
6.9,2.0,7.0,4266.0,205.0,9.0,8.3,0.707,3.3,4.9,243.0,0.839,35.0,50.3,2343.0
7.0,3.0,7.0,4172.0,228.0,9.0,7.9,675.0,9999.0,5.0,250.0,0.788,35.7,52.9,2339.0
7.0,2.0,7.0,2793.0,142.0,9.0,9.8,594.0,9999.0,9999.0,242.0,1114.0,32.8,39.5,2.9
7.0,2.0,7.0,2793.0,142.0,9.0,9.8,597.0,9999.0,5.1,240.0,1.15,32.8,39.5,2.9
7.0,2.0,7.0,4398.0,210.0,9.0,8.8,0.663,9999.0,9999.0,250.0,862.0,43.3,53.7,2344.0
7.0,2.0,7.0,4398.0,210.0,9.0,9.0,0.663,9999.0,9999.0,250.0,862.0,43.3,53.7,2344.0
7.0,2.0,7.0,3996.0,209.0,9.0,8.2,9999.0,9999.0,9999.0,248.0,0.82,45.9,50.7,2448.0
7.1,3.0,7.0,2671.0,169.0,9.0,9.6,613.0,9999.0,5.1,245.0,1.1,13.9,41.8,2812.0
7.1,2.0,7.0,2793.0,141.0,9.0,9.5,677.0,9999.0,9999.0,229.0,1.17,39.0,39.0,2964.0
7.1,1.0,7.0,2290.0,165.0,9.0,8.0,9999.0,9999.0,9999.0,245.0,1.39,20.9,42.9,2673.0
7.1,2.0,7.0,3996.0,203.0,9.0,8.1,9999.0,9999.0,9999.0,240.0,0.817,47.8,48.1,2483.0
7.1,2.0,7.0,3969.0,203.0,9.0,8.8,581.0,9999.0,9999.0,250.0,843.0,46.2,50.3,2459.0
7.1,3.0,7.0,4172.0,220.0,9.0,8.3,748.0,9999.0,5.1,250.0,752.0,36.2,53.6,2193.0
7.1,1.0,7.0,2319.0,184.0,9.0,8.4,669.0,9999.0,9999.0,250.0,1145.0,20.8,42.0,2.8
7.2,2.0,7.0,2295.0,145.0,9.0,9.0,632.0,3.5,4.9,240.0,1.33,19.8,42.2,2.7
7.2,2.0,7.0,2793.0,142.0,9.0,9.3,769.0,9999.0,9999.0,223.0,1.39,34.6,39.0,2964.0
7.2,1.0,7.0,2319.0,176.0,9.0,8.4,624.0,9999.0,9999.0,240.0,1.22,30.1,46.0,2.514
7.2,1.0,7.0,1588.0,116.0,9.0,9.1,9999.0,9999.0,9999.0,214.0,1.51,35.4,33.9,3178.0
7.2,1.0,7.0,2157.0,156.0,9.0,8.5,9999.0,9999.0,9999.0,228.0,1.26,54.8,30.9,3.711
7.2,3.0,7.0,4266.0,205.0,9.0,8.7,0.707,3.3,4.9,243.0,914.0,32.1,46.2,2551.0
7.3,2.0,7.0,4266.0,205.0,9.0,8.7,621.0,3.6,5.3,250.0,0.83,36.6,52.8,2.341
7.3,2.0,7.0,4266.0,205.0,9.0,8.8,621.0,3.6,5.3,250.0,0.83,36.6,52.8,2.341
7.3,2.0,7.0,2295.0,145.0,9.0,9.2,632.0,3.2,5.0,237.0,1.14,22.4,42.5,2.724
7.3,3.0,7.0,2771.0,142.0,9.0,10.1,0.65,9999.0,5.2,238.0,1.62,26.9,37.3,3.68
7.3,1.0,7.0,1985.0,147.0,9.0,9.0,9999.0,9999.0,9999.0,235.0,9999.0,9999.0,9999.0,9999.0
7.3,1.0,7.0,1855.0,147.0,9.0,8.8,9999.0,9999.0,9999.0,235.0,1.2,19.3,41.9,2763.0
7.3,1.0,7.0,2492.0,140.0,9.0,9.5,639.0,9999.0,9999.0,230.0,1.33,41.2,35.3,3242.0
7.3,1.0,7.0,2959.0,141.0,9.0,10.1,9999.0,9999.0,9999.0,225.0,1.24,45.2,39.2,2853.0
7.3,1.0,7.0,1998.0,162.0,9.0,9.3,9999.0,9999.0,9999.0,243.0,965.0,23.5,43.8,2.644
7.3,1.0,7.0,1998.0,162.0,9.0,9.1,9999.0,9999.0,9999.0,243.0,965.0,23.5,43.8,2.644
7.3,2.0,7.0,3996.0,209.0,9.0,8.2,9999.0,9999.0,9999.0,240.0,777.0,45.9,50.7,2448.0
7.3,3.0,7.0,2671.0,169.0,9.0,10.0,679.0,9999.0,5.3,243.0,1.2,13.9,41.8,2812.0
7.3,2.0,7.0,2793.0,142.0,9.0,10.3,659.0,9999.0,5.2,237.0,1433.0,25.0,30.1,3.9
7.3,1.0,7.0,1855.0,147.0,9.0,9.0,9999.0,9999.0,9999.0,235.0,1.2,19.3,41.9,2763.0
7.4,2.0,7.0,3199.0,160.0,9.0,8.9,617.0,3.5,5.3,240.0,927.0,28.8,45.4,2548.0
7.4,2.0,7.0,4266.0,205.0,9.0,8.2,696.0,3.6,5.3,250.0,895.0,30.8,48.6,2.382
7.4,1.0,7.0,1781.0,132.0,9.0,9.4,677.0,9999.0,5.5,228.0,1182.0,17.4,35.1,3.3
7.4,2.0,7.0,2687.0,162.0,9.0,8.1,598.0,9999.0,9999.0,245.0,0.984,37.3,38.9,2975.0
7.4,1.0,7.0,1997.0,148.0,9.0,9.7,9999.0,9999.0,9999.0,235.0,1.76,21.1,36.4,3.75
7.4,2.0,7.0,3996.0,209.0,9.0,8.3,9999.0,9999.0,9999.0,240.0,779.0,45.8,50.5,2448.0
7.4,3.0,7.0,2671.0,184.0,9.0,9.8,9999.0,9999.0,9999.0,236.0,9999.0,9999.0,9999.0,3194.0
7.4,1.0,7.0,2492.0,140.0,9.0,9.8,639.0,9999.0,9999.0,230.0,1.13,42.0,36.0,3242.0
7.5,1.0,7.0,2671.0,169.0,9.0,9.1,613.0,9999.0,5.7,247.0,0.842,14.7,50.6,2325.0
7.5,1.0,7.0,1781.0,132.0,9.0,8.9,639.0,9999.0,5.6,228.0,1.16,18.6,37.5,3.56
7.5,1.0,7.0,1781.0,132.0,9.0,8.9,639.0,9999.0,5.6,228.0,1.16,18.6,37.5,3.56
7.5,3.0,7.0,1781.0,132.0,9.0,9.9,639.0,9999.0,5.2,226.0,1.154,13.9,35.6,3217.0
7.5,2.0,7.0,2793.0,142.0,9.0,10.6,0.651,9999.0,9999.0,240.0,1.73,33.8,40.7,2.9
7.5,1.0,7.0,2319.0,176.0,9.0,9.1,738.0,9999.0,9999.0,235.0,1115.0,22.6,41.3,2.8
7.5,2.0,7.0,2967.0,175.0,9.0,8.9,726.0,9999.0,9999.0,234.0,884.0,41.4,38.9,3.1
7.5,2.0,7.0,5379.0,240.0,9.0,9.8,0.921,9999.0,9999.0,225.0,799.0,48.9,56.3,2315.0
7.5,1.0,7.0,2157.0,136.0,9.0,9.4,9999.0,9999.0,9999.0,228.0,1.71,42.7,30.4,3534.0
7.5,2.0,7.0,1998.0,147.0,9.0,8.6,9999.0,9999.0,9999.0,235.0,982.0,45.3,37.4,3.94
7.5,3.0,7.0,2771.0,142.0,9.0,10.3,653.0,9999.0,5.3,234.0,1.44,26.9,37.3,3.68
7.5,1.0,7.0,2319.0,176.0,9.0,9999.0,669.0,9999.0,9999.0,240.0,0.939,24.3,47.3,2484.0
7.5,1.0,7.0,2319.0,176.0,9.0,9999.0,669.0,9999.0,9999.0,240.0,0.939,24.3,47.3,2484.0
7.5,3.0,7.0,4398.0,210.0,10.0,10.0,9999.0,9999.0,9999.0,206.0,9999.0,9999.0,9999.0,2912.0
7.7,1.0,7.0,1781.0,132.0,9.0,9.4,9999.0,9999.0,9999.0,229.0,1.82,17.0,38.5,3.7
7.7,1.0,7.0,2946.0,140.0,9.0,10.0,0.666,9999.0,9999.0,235.0,1.99,34.1,37.2,3.81
7.7,2.0,7.0,1795.0,107.0,9.0,10.0,648.0,9999.0,9999.0,212.0,9999.0,49.1,9999.0,9999.0
7.7,1.0,7.0,2671.0,169.0,9.0,9.5,635.0,9999.0,5.9,245.0,835.0,14.7,50.6,2325.0
7.7,3.0,7.0,2671.0,184.0,9.0,9.9,9999.0,9999.0,9999.0,234.0,9999.0,9999.0,9999.0,2294.0
7.7,1.0,7.0,1998.0,162.0,9.0,9.4,9999.0,9999.0,9999.0,235.0,934.0,23.5,43.8,2.644
7.8,2.0,7.0,3199.0,160.0,9.0,9.3,9999.0,9999.0,9999.0,245.0,1.8,27.0,42.6,2714.0
7.8,2.0,8.0,3996.0,184.0,9.0,10.4,9999.0,9999.0,9999.0,250.0,1.38,23.7,60.2,2.53
7.8,2.0,7.0,2494.0,125.0,9.0,10.0,0.686,9999.0,9999.0,230.0,1.12,34.9,37.3,3.1
7.8,2.0,8.0,2926.0,135.0,9.0,11.3,639.0,9999.0,9999.0,227.0,1.17,17.1,51.2,2.3
7.8,1.0,7.0,2435.0,142.0,9.0,10.2,624.0,9999.0,9999.0,230.0,1.91,17.0,41.3,2.8
7.8,1.0,7.0,2959.0,166.0,9.0,9.1,9999.0,9999.0,9999.0,243.0,1.32,44.3,38.0,3.46
7.8,1.0,7.0,1795.0,107.0,9.0,9.5,9999.0,9999.0,9999.0,205.0,0.95,32.4,33.6,3213.0
7.8,1.0,7.0,1834.0,99.0,9.0,10.5,9999.0,9999.0,9999.0,210.0,0.979,44.5,33.0,3267.0
7.8,1.0,7.0,4565.0,205.0,9.0,9.0,9999.0,9999.0,9999.0,203.0,0.61,60.2,59.4,2.118
7.8,1.0,7.0,2495.0,151.0,9.0,9.2,0.697,9999.0,9999.0,227.0,893.0,48.3,39.1,2.9
7.9,2.0,7.0,3199.0,165.0,9.0,9.5,629.0,3.4,5.3,238.0,0.921,29.2,46.2,2548.0
7.9,1.0,7.0,1781.0,132.0,9.0,9.9,716.0,9999.0,5.8,222.0,1151.0,17.4,35.1,3.3
7.9,1.0,7.0,1781.0,132.0,9.0,9.5,0.65,9999.0,9999.0,231.0,1.31,17.9,37.3,3.11
7.9,1.0,7.0,2498.0,143.0,9.0,9.9,557.0,9999.0,9999.0,233.0,975.0,29.3,36.7,3.119
7.9,1.0,7.0,2946.0,140.0,9.0,10.1,0.666,9999.0,9999.0,230.0,1339.0,49.2,29.9,3886.0
7.9,2.0,7.0,2793.0,142.0,9.0,11.4,0.673,9999.0,9999.0,233.0,1.92,32.3,38.8,3.1
7.9,2.0,8.0,2926.0,135.0,9.0,11.8,0.68,9999.0,9999.0,225.0,1.97,17.1,51.2,2.3
7.9,3.0,7.0,2771.0,142.0,9.0,10.7,667.0,9999.0,5.4,232.0,1.25,27.2,37.7,3.68
8.0,3.0,7.0,2771.0,142.0,9.0,11.0,613.0,9999.0,5.7,234.0,1.34,27.2,37.7,3.68
8.0,2.0,7.0,2494.0,125.0,9.0,11.0,594.0,9999.0,9999.0,233.0,1124.0,31.2,37.7,3.1
8.0,2.0,7.0,2494.0,125.0,9.0,11.0,597.0,9999.0,5.6,231.0,1111.0,31.3,37.8,3.1
8.0,2.0,8.0,2926.0,135.0,9.0,11.7,0.651,9999.0,9999.0,225.0,1.11,19.3,50.7,2.4
8.0,1.0,7.0,1985.0,136.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,992.0,17.3,42.2,2673.0
8.0,1.0,7.0,1985.0,136.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,992.0,17.3,42.2,2673.0
8.0,1.0,7.0,2319.0,176.0,9.0,9.2,738.0,9999.0,9999.0,225.0,1.497,19.3,29.5,3928.0
8.0,1.0,7.0,1998.0,113.0,9.0,10.5,9999.0,9999.0,9999.0,213.0,1.14,32.4,32.3,3.4
8.0,3.0,7.0,1781.0,132.0,9.0,10.7,0.673,9999.0,9999.0,227.0,1.65,15.8,35.5,3259.0
8.1,1.0,7.0,3697.0,191.0,9.0,8.6,675.0,9999.0,6.1,250.0,773.0,34.9,53.9,2294.0
8.1,1.0,7.0,2771.0,142.0,9.0,10.3,613.0,9999.0,5.7,236.0,992.0,28.6,39.6,2.919
8.1,1.0,7.0,2771.0,142.0,9.0,10.6,613.0,9999.0,5.7,230.0,3353.0,6.1,11.4,1125.0
8.1,2.0,7.0,2793.0,142.0,9.0,10.1,594.0,9999.0,9999.0,237.0,848.0,36.0,50.8,2278.0
8.1,2.0,7.0,2793.0,142.0,9.0,10.1,597.0,9999.0,5.9,235.0,841.0,36.0,50.8,2278.0
8.1,1.0,7.0,2946.0,140.0,9.0,10.5,0.686,9999.0,9999.0,230.0,1.11,32.7,38.0,3.17
8.1,1.0,7.0,1781.0,132.0,9.0,9.9,653.0,9999.0,9999.0,228.0,1.18,17.9,37.3,3.11
8.2,2.0,7.0,3199.0,165.0,9.0,10.3,621.0,3.7,5.8,240.0,883.0,30.7,48.5,2548.0
8.2,2.0,7.0,3199.0,165.0,9.0,10.5,621.0,3.7,5.8,240.0,883.0,30.7,48.5,2548.0
8.2,2.0,7.0,1998.0,120.0,9.0,10.8,611.0,3.8,6.0,223.0,1.65,18.6,39.5,2.9
8.2,3.0,8.0,3328.0,165.0,9.0,11.3,653.0,9999.0,5.9,242.0,1.73,22.9,56.4,2193.0
8.2,3.0,7.0,2671.0,169.0,9.0,9.9,613.0,9999.0,5.6,242.0,0.814,17.7,51.3,2294.0
8.2,1.0,7.0,1781.0,110.0,9.0,10.7,639.0,9999.0,5.8,217.0,1.11,16.7,37.7,3.84
8.2,3.0,7.0,1781.0,110.0,9.0,11.7,639.0,9999.0,5.8,215.0,1.71,15.6,35.2,3.296
8.2,2.0,8.0,2926.0,135.0,9.0,11.4,639.0,9999.0,9999.0,227.0,1.37,21.1,54.7,2136.0
8.2,2.0,7.0,3498.0,175.0,9.0,10.3,0.663,9999.0,9999.0,243.0,0.839,42.5,50.0,2.5
8.2,1.0,7.0,2435.0,142.0,9.0,10.3,624.0,9999.0,9999.0,225.0,958.0,22.6,46.0,2.514
8.2,1.0,7.0,2922.0,147.0,9.0,10.6,9999.0,9999.0,9999.0,235.0,991.0,37.9,39.5,2975.0
8.2,1.0,7.0,1595.0,118.0,9.0,9.2,9999.0,9999.0,9999.0,207.0,0.92,56.1,29.6,3733.0
8.2,1.0,7.0,2498.0,120.0,9.0,10.8,9999.0,9999.0,9999.0,225.0,1.42,38.7,37.5,3.52
8.2,1.0,7.0,2988.0,147.0,9.0,9.7,9999.0,9999.0,9999.0,230.0,0.928,33.7,38.7,3.37
8.2,2.0,7.0,2997.0,163.0,9.0,10.2,9999.0,9999.0,9999.0,230.0,0.939,36.0,42.2,2722.0
8.3,2.0,8.0,3226.0,145.0,9.0,11.1,629.0,3.7,5.7,230.0,1.25,22.3,53.4,2.22
