0,1,2,3,4,5
108991.0,10000.0,1.5,0.3048,39.6,0.00392107
106111.0,12500.0,1.5,0.3048,39.6,0.00392107
127564.0,400.0,3.0,0.3048,71.3,0.00425727
128454.0,500.0,3.0,0.3048,71.3,0.00425727
129354.0,630.0,3.0,0.3048,71.3,0.00425727
129494.0,800.0,3.0,0.3048,71.3,0.00425727
129004.0,1000.0,3.0,0.3048,71.3,0.00425727
127634.0,1250.0,3.0,0.3048,71.3,0.00425727
126514.0,1600.0,3.0,0.3048,71.3,0.00425727
125524.0,2000.0,3.0,0.3048,71.3,0.00425727
124024.0,2500.0,3.0,0.3048,71.3,0.00425727
121514.0,3150.0,3.0,0.3048,71.3,0.00425727
120264.0,4000.0,3.0,0.3048,71.3,0.00425727
118134.0,5000.0,3.0,0.3048,71.3,0.00425727
116134.0,6300.0,3.0,0.3048,71.3,0.00425727
114634.0,8000.0,3.0,0.3048,71.3,0.00425727
110224.0,10000.0,3.0,0.3048,71.3,0.00425727
126159.0,400.0,3.0,0.3048,55.5,0.00452492
128179.0,500.0,3.0,0.3048,55.5,0.00452492
129949.0,800.0,3.0,0.3048,55.5,0.00452492
129329.0,1000.0,3.0,0.3048,55.5,0.00452492
127329.0,1250.0,3.0,0.3048,55.5,0.00452492
124439.0,1600.0,3.0,0.3048,55.5,0.00452492
123069.0,2000.0,3.0,0.3048,55.5,0.00452492
122439.0,2500.0,3.0,0.3048,55.5,0.00452492
120189.0,3150.0,3.0,0.3048,55.5,0.00452492
118689.0,4000.0,3.0,0.3048,55.5,0.00452492
117309.0,5000.0,3.0,0.3048,55.5,0.00452492
115679.0,6300.0,3.0,0.3048,55.5,0.00452492
113799.0,8000.0,3.0,0.3048,55.5,0.00452492
112169.0,10000.0,3.0,0.3048,55.5,0.00452492
123312.0,315.0,3.0,0.3048,39.6,0.00495741
125472.0,400.0,3.0,0.3048,39.6,0.00495741
127632.0,500.0,3.0,0.3048,39.6,0.00495741
129292.0,630.0,3.0,0.3048,39.6,0.00495741
129552.0,800.0,3.0,0.3048,39.6,0.00495741
125802.0,1250.0,3.0,0.3048,39.6,0.00495741
122782.0,1600.0,3.0,0.3048,39.6,0.00495741
120532.0,2000.0,3.0,0.3048,39.6,0.00495741
120162.0,2500.0,3.0,0.3048,39.6,0.00495741
118922.0,3150.0,3.0,0.3048,39.6,0.00495741
116792.0,4000.0,3.0,0.3048,39.6,0.00495741
115792.0,5000.0,3.0,0.3048,39.6,0.00495741
114042.0,6300.0,3.0,0.3048,39.6,0.00495741
110652.0,8000.0,3.0,0.3048,39.6,0.00495741
123118.0,315.0,3.0,0.3048,31.7,0.00529514
125398.0,400.0,3.0,0.3048,31.7,0.00529514
127548.0,500.0,3.0,0.3048,31.7,0.00529514
128698.0,630.0,3.0,0.3048,31.7,0.00529514
128708.0,800.0,3.0,0.3048,31.7,0.00529514
126838.0,1000.0,3.0,0.3048,31.7,0.00529514
124838.0,1250.0,3.0,0.3048,31.7,0.00529514
122088.0,1600.0,3.0,0.3048,31.7,0.00529514
120088.0,2000.0,3.0,0.3048,31.7,0.00529514
119598.0,2500.0,3.0,0.3048,31.7,0.00529514
118108.0,3150.0,3.0,0.3048,31.7,0.00529514
115608.0,4000.0,3.0,0.3048,31.7,0.00529514
113858.0,5000.0,3.0,0.3048,31.7,0.00529514
109718.0,6300.0,3.0,0.3048,31.7,0.00529514
126395.0,250.0,4.0,0.3048,71.3,0.00497773
128175.0,315.0,4.0,0.3048,71.3,0.00497773
129575.0,400.0,4.0,0.3048,71.3,0.00497773
131615.0,630.0,4.0,0.3048,71.3,0.00497773
131755.0,800.0,4.0,0.3048,71.3,0.00497773
131015.0,1000.0,4.0,0.3048,71.3,0.00497773
129395.0,1250.0,4.0,0.3048,71.3,0.00497773
126645.0,1600.0,4.0,0.3048,71.3,0.00497773
124395.0,2000.0,4.0,0.3048,71.3,0.00497773
123775.0,2500.0,4.0,0.3048,71.3,0.00497773
121775.0,3150.0,4.0,0.3048,71.3,0.00497773
119535.0,4000.0,4.0,0.3048,71.3,0.00497773
116165.0,6300.0,4.0,0.3048,71.3,0.00497773
113665.0,8000.0,4.0,0.3048,71.3,0.00497773
110905.0,10000.0,4.0,0.3048,71.3,0.00497773
107405.0,12500.0,4.0,0.3048,71.3,0.00497773
123543.0,250.0,4.0,0.3048,39.6,0.00579636
126843.0,315.0,4.0,0.3048,39.6,0.00579636
128633.0,400.0,4.0,0.3048,39.6,0.00579636
130173.0,500.0,4.0,0.3048,39.6,0.00579636
131073.0,630.0,4.0,0.3048,39.6,0.00579636
130723.0,800.0,4.0,0.3048,39.6,0.00579636
128723.0,1000.0,4.0,0.3048,39.6,0.00579636
126343.0,1250.0,4.0,0.3048,39.6,0.00579636
123213.0,1600.0,4.0,0.3048,39.6,0.00579636
120963.0,2000.0,4.0,0.3048,39.6,0.00579636
120233.0,2500.0,4.0,0.3048,39.6,0.00579636
118743.0,3150.0,4.0,0.3048,39.6,0.00579636
115863.0,4000.0,4.0,0.3048,39.6,0.00579636
113733.0,5000.0,4.0,0.3048,39.6,0.00579636
128144.0,1250.0,0.0,0.2286,71.3,0.00214345
129134.0,1600.0,0.0,0.2286,71.3,0.00214345
127834.0,3150.0,0.0,0.2286,71.3,0.00214345
125824.0,4000.0,0.0,0.2286,71.3,0.00214345
124304.0,5000.0,0.0,0.2286,71.3,0.00214345
122044.0,6300.0,0.0,0.2286,71.3,0.00214345
118024.0,8000.0,0.0,0.2286,71.3,0.00214345
118134.0,10000.0,0.0,0.2286,71.3,0.00214345
117624.0,12500.0,0.0,0.2286,71.3,0.00214345
114984.0,16000.0,0.0,0.2286,71.3,0.00214345
114474.0,20000.0,0.0,0.2286,71.3,0.00214345
119.54,315.0,0.0,0.2286,55.5,0.00229336
121.66,400.0,0.0,0.2286,55.5,0.00229336
123.78,500.0,0.0,0.2286,55.5,0.00229336
126.16,630.0,0.0,0.2286,55.5,0.00229336
127.53,800.0,0.0,0.2286,55.5,0.00229336
128.29,1000.0,0.0,0.2286,55.5,0.00229336
127.91,1250.0,0.0,0.2286,55.5,0.00229336
126.79,1600.0,0.0,0.2286,55.5,0.00229336
126.54,2500.0,0.0,0.2286,55.5,0.00229336
125.16,3150.0,0.0,0.2286,55.5,0.00229336
123.41,4000.0,0.0,0.2286,55.5,0.00229336
122.41,5000.0,0.0,0.2286,55.5,0.00229336
118.41,6300.0,0.0,0.2286,55.5,0.00229336
123565.0,400.0,0.0,0.2286,39.6,0.00253511
126195.0,500.0,0.0,0.2286,39.6,0.00253511
128705.0,630.0,0.0,0.2286,39.6,0.00253511
130205.0,800.0,0.0,0.2286,39.6,0.00253511
130435.0,1000.0,0.0,0.2286,39.6,0.00253511
129395.0,1250.0,0.0,0.2286,39.6,0.00253511
127095.0,1600.0,0.0,0.2286,39.6,0.00253511
125025.0,2500.0,0.0,0.2286,39.6,0.00253511
124625.0,3150.0,0.0,0.2286,39.6,0.00253511
123465.0,4000.0,0.0,0.2286,39.6,0.00253511
122175.0,5000.0,0.0,0.2286,39.6,0.00253511
117465.0,6300.0,0.0,0.2286,39.6,0.00253511
120595.0,315.0,0.0,0.2286,31.7,0.0027238
123635.0,400.0,0.0,0.2286,31.7,0.0027238
126675.0,500.0,0.0,0.2286,31.7,0.0027238
129465.0,630.0,0.0,0.2286,31.7,0.0027238
130725.0,800.0,0.0,0.2286,31.7,0.0027238
130595.0,1000.0,0.0,0.2286,31.7,0.0027238
128805.0,1250.0,0.0,0.2286,31.7,0.0027238
125625.0,1600.0,0.0,0.2286,31.7,0.0027238
123455.0,2000.0,0.0,0.2286,31.7,0.0027238
123445.0,2500.0,0.0,0.2286,31.7,0.0027238
123445.0,3150.0,0.0,0.2286,31.7,0.0027238
122035.0,4000.0,0.0,0.2286,31.7,0.0027238
120505.0,5000.0,0.0,0.2286,31.7,0.0027238
116815.0,6300.0,0.0,0.2286,31.7,0.0027238
125116.0,400.0,2.0,0.2286,71.3,0.00293031
126486.0,500.0,2.0,0.2286,71.3,0.00293031
127356.0,630.0,2.0,0.2286,71.3,0.00293031
128216.0,800.0,2.0,0.2286,71.3,0.00293031
128956.0,1000.0,2.0,0.2286,71.3,0.00293031
128816.0,1250.0,2.0,0.2286,71.3,0.00293031
127796.0,1600.0,2.0,0.2286,71.3,0.00293031
126896.0,2000.0,2.0,0.2286,71.3,0.00293031
127006.0,2500.0,2.0,0.2286,71.3,0.00293031
126116.0,3150.0,2.0,0.2286,71.3,0.00293031
124086.0,4000.0,2.0,0.2286,71.3,0.00293031
122816.0,5000.0,2.0,0.2286,71.3,0.00293031
120786.0,6300.0,2.0,0.2286,71.3,0.00293031
115996.0,8000.0,2.0,0.2286,71.3,0.00293031
113086.0,10000.0,2.0,0.2286,71.3,0.00293031
122292.0,400.0,2.0,0.2286,55.5,0.00313525
124692.0,500.0,2.0,0.2286,55.5,0.00313525
126842.0,630.0,2.0,0.2286,55.5,0.00313525
128492.0,800.0,2.0,0.2286,55.5,0.00313525
129002.0,1000.0,2.0,0.2286,55.5,0.00313525
128762.0,1250.0,2.0,0.2286,55.5,0.00313525
126752.0,1600.0,2.0,0.2286,55.5,0.00313525
124612.0,2000.0,2.0,0.2286,55.5,0.00313525
123862.0,2500.0,2.0,0.2286,55.5,0.00313525
123742.0,3150.0,2.0,0.2286,55.5,0.00313525
122232.0,4000.0,2.0,0.2286,55.5,0.00313525
120472.0,5000.0,2.0,0.2286,55.5,0.00313525
118712.0,6300.0,2.0,0.2286,55.5,0.00313525
120137.0,315.0,2.0,0.2286,39.6,0.00346574
122147.0,400.0,2.0,0.2286,39.6,0.00346574
125157.0,500.0,2.0,0.2286,39.6,0.00346574
127417.0,630.0,2.0,0.2286,39.6,0.00346574
129037.0,800.0,2.0,0.2286,39.6,0.00346574
129147.0,1000.0,2.0,0.2286,39.6,0.00346574
125837.0,1600.0,2.0,0.2286,39.6,0.00346574
122797.0,2000.0,2.0,0.2286,39.6,0.00346574
121397.0,2500.0,2.0,0.2286,39.6,0.00346574
121627.0,3150.0,2.0,0.2286,39.6,0.00346574
120227.0,4000.0,2.0,0.2286,39.6,0.00346574
118827.0,5000.0,2.0,0.2286,39.6,0.00346574
120147.0,315.0,2.0,0.2286,31.7,0.00372371
123417.0,400.0,2.0,0.2286,31.7,0.00372371
126677.0,500.0,2.0,0.2286,31.7,0.00372371
129057.0,630.0,2.0,0.2286,31.7,0.00372371
130307.0,800.0,2.0,0.2286,31.7,0.00372371
130307.0,1000.0,2.0,0.2286,31.7,0.00372371
128677.0,1250.0,2.0,0.2286,31.7,0.00372371
125797.0,1600.0,2.0,0.2286,31.7,0.00372371
123037.0,2000.0,2.0,0.2286,31.7,0.00372371
121527.0,3150.0,2.0,0.2286,31.7,0.00372371
120527.0,4000.0,2.0,0.2286,31.7,0.00372371
118267.0,5000.0,2.0,0.2286,31.7,0.00372371
115137.0,6300.0,2.0,0.2286,31.7,0.00372371
126758.0,500.0,4.0,0.2286,71.3,0.00400603
129038.0,630.0,4.0,0.2286,71.3,0.00400603
130688.0,800.0,4.0,0.2286,71.3,0.00400603
131708.0,1000.0,4.0,0.2286,71.3,0.00400603
131718.0,1250.0,4.0,0.2286,71.3,0.00400603
129468.0,1600.0,4.0,0.2286,71.3,0.00400603
124338.0,2500.0,4.0,0.2286,71.3,0.00400603
124108.0,3150.0,4.0,0.2286,71.3,0.00400603
121728.0,4000.0,4.0,0.2286,71.3,0.00400603
121118.0,5000.0,4.0,0.2286,71.3,0.00400603
118618.0,6300.0,4.0,0.2286,71.3,0.00400603
112848.0,8000.0,4.0,0.2286,71.3,0.00400603
113108.0,10000.0,4.0,0.2286,71.3,0.00400603
114258.0,12500.0,4.0,0.2286,71.3,0.00400603
112768.0,16000.0,4.0,0.2286,71.3,0.00400603
109638.0,20000.0,4.0,0.2286,71.3,0.00400603
123274.0,400.0,4.0,0.2286,55.5,0.0042862
129964.0,630.0,4.0,0.2286,55.5,0.0042862
131864.0,800.0,4.0,0.2286,55.5,0.0042862
132134.0,1000.0,4.0,0.2286,55.5,0.0042862
131264.0,1250.0,4.0,0.2286,55.5,0.0042862
128264.0,1600.0,4.0,0.2286,55.5,0.0042862
124254.0,2000.0,4.0,0.2286,55.5,0.0042862
122384.0,2500.0,4.0,0.2286,55.5,0.0042862
122394.0,3150.0,4.0,0.2286,55.5,0.0042862
120654.0,4000.0,4.0,0.2286,55.5,0.0042862
112524.0,8000.0,4.0,0.2286,55.5,0.0042862
122229.0,315.0,4.0,0.2286,39.6,0.00473801
123879.0,400.0,4.0,0.2286,39.6,0.00473801
127039.0,500.0,4.0,0.2286,39.6,0.00473801
129579.0,630.0,4.0,0.2286,39.6,0.00473801
128339.0,1250.0,4.0,0.2286,39.6,0.00473801
125319.0,1600.0,4.0,0.2286,39.6,0.00473801
121659.0,2000.0,4.0,0.2286,39.6,0.00473801
119649.0,2500.0,4.0,0.2286,39.6,0.00473801
120419.0,3150.0,4.0,0.2286,39.6,0.00473801
119159.0,4000.0,4.0,0.2286,39.6,0.00473801
117649.0,5000.0,4.0,0.2286,39.6,0.00473801
114249.0,6300.0,4.0,0.2286,39.6,0.00473801
113129.0,8000.0,4.0,0.2286,39.6,0.00473801
120189.0,250.0,4.0,0.2286,31.7,0.00509068
123609.0,315.0,4.0,0.2286,31.7,0.00509068
126149.0,400.0,4.0,0.2286,31.7,0.00509068
130349.0,630.0,4.0,0.2286,31.7,0.00509068
130869.0,800.0,4.0,0.2286,31.7,0.00509068
129869.0,1000.0,4.0,0.2286,31.7,0.00509068
125229.0,1600.0,4.0,0.2286,31.7,0.00509068
122089.0,2000.0,4.0,0.2286,31.7,0.00509068
120229.0,3150.0,4.0,0.2286,31.7,0.00509068
118859.0,4000.0,4.0,0.2286,31.7,0.00509068
115969.0,5000.0,4.0,0.2286,31.7,0.00509068
127.7,400.0,5.3,0.2286,71.3,0.0051942
129.88,500.0,5.3,0.2286,71.3,0.0051942
133.48,800.0,5.3,0.2286,71.3,0.0051942
133.38,1250.0,5.3,0.2286,71.3,0.0051942
130.46,1600.0,5.3,0.2286,71.3,0.0051942
125.89,2000.0,5.3,0.2286,71.3,0.0051942
123.74,2500.0,5.3,0.2286,71.3,0.0051942
123.12,3150.0,5.3,0.2286,71.3,0.0051942
120.33,4000.0,5.3,0.2286,71.3,0.0051942
118.05,5000.0,5.3,0.2286,71.3,0.0051942
116.92,6300.0,5.3,0.2286,71.3,0.0051942
114.9,8000.0,5.3,0.2286,71.3,0.0051942
111.35,10000.0,5.3,0.2286,71.3,0.0051942
127011.0,250.0,5.3,0.2286,39.6,0.00614329
129691.0,315.0,5.3,0.2286,39.6,0.00614329
131221.0,400.0,5.3,0.2286,39.6,0.00614329
132251.0,500.0,5.3,0.2286,39.6,0.00614329
132011.0,630.0,5.3,0.2286,39.6,0.00614329
125581.0,1000.0,5.3,0.2286,39.6,0.00614329
125721.0,1250.0,5.3,0.2286,39.6,0.00614329
123081.0,1600.0,5.3,0.2286,39.6,0.00614329
117911.0,2000.0,5.3,0.2286,39.6,0.00614329
116151.0,2500.0,5.3,0.2286,39.6,0.00614329
118441.0,3150.0,5.3,0.2286,39.6,0.00614329
115801.0,4000.0,5.3,0.2286,39.6,0.00614329
115311.0,5000.0,5.3,0.2286,39.6,0.00614329
112541.0,6300.0,5.3,0.2286,39.6,0.00614329
138758.0,200.0,7.3,0.2286,71.3,0.0104404
139918.0,250.0,7.3,0.2286,71.3,0.0104404
139808.0,315.0,7.3,0.2286,71.3,0.0104404
139438.0,400.0,7.3,0.2286,71.3,0.0104404
136798.0,500.0,7.3,0.2286,71.3,0.0104404
133768.0,630.0,7.3,0.2286,71.3,0.0104404
130748.0,800.0,7.3,0.2286,71.3,0.0104404
126838.0,1000.0,7.3,0.2286,71.3,0.0104404
127358.0,1250.0,7.3,0.2286,71.3,0.0104404
125728.0,1600.0,7.3,0.2286,71.3,0.0104404
122088.0,2500.0,7.3,0.2286,71.3,0.0104404
120458.0,3150.0,7.3,0.2286,71.3,0.0104404
119208.0,4000.0,7.3,0.2286,71.3,0.0104404
115298.0,5000.0,7.3,0.2286,71.3,0.0104404
115818.0,6300.0,7.3,0.2286,71.3,0.0104404
135234.0,200.0,7.3,0.2286,55.5,0.0111706
136384.0,250.0,7.3,0.2286,55.5,0.0111706
136284.0,315.0,7.3,0.2286,55.5,0.0111706
135924.0,400.0,7.3,0.2286,55.5,0.0111706
133174.0,500.0,7.3,0.2286,55.5,0.0111706
130934.0,630.0,7.3,0.2286,55.5,0.0111706
128444.0,800.0,7.3,0.2286,55.5,0.0111706
125724.0,1250.0,7.3,0.2286,55.5,0.0111706
123354.0,1600.0,7.3,0.2286,55.5,0.0111706
120354.0,2000.0,7.3,0.2286,55.5,0.0111706
118994.0,2500.0,7.3,0.2286,55.5,0.0111706
117134.0,3150.0,7.3,0.2286,55.5,0.0111706
117284.0,4000.0,7.3,0.2286,55.5,0.0111706
113144.0,5000.0,7.3,0.2286,55.5,0.0111706
130989.0,200.0,7.3,0.2286,39.6,0.0123481
131889.0,250.0,7.3,0.2286,39.6,0.0123481
132149.0,315.0,7.3,0.2286,39.6,0.0123481
130299.0,500.0,7.3,0.2286,39.6,0.0123481
128929.0,630.0,7.3,0.2286,39.6,0.0123481
126299.0,800.0,7.3,0.2286,39.6,0.0123481
122539.0,1000.0,7.3,0.2286,39.6,0.0123481
123189.0,1250.0,7.3,0.2286,39.6,0.0123481
121059.0,1600.0,7.3,0.2286,39.6,0.0123481
117809.0,2000.0,7.3,0.2286,39.6,0.0123481
116559.0,2500.0,7.3,0.2286,39.6,0.0123481
114309.0,3150.0,7.3,0.2286,39.6,0.0123481
114079.0,4000.0,7.3,0.2286,39.6,0.0123481
111959.0,5000.0,7.3,0.2286,39.6,0.0123481
110839.0,6300.0,7.3,0.2286,39.6,0.0123481
128679.0,200.0,7.3,0.2286,31.7,0.0132672
130089.0,250.0,7.3,0.2286,31.7,0.0132672
130239.0,315.0,7.3,0.2286,31.7,0.0132672
130269.0,400.0,7.3,0.2286,31.7,0.0132672
128169.0,500.0,7.3,0.2286,31.7,0.0132672
126189.0,630.0,7.3,0.2286,31.7,0.0132672
123209.0,800.0,7.3,0.2286,31.7,0.0132672
119099.0,1000.0,7.3,0.2286,31.7,0.0132672
120509.0,1250.0,7.3,0.2286,31.7,0.0132672
115309.0,2000.0,7.3,0.2286,31.7,0.0132672
114709.0,2500.0,7.3,0.2286,31.7,0.0132672
113229.0,3150.0,7.3,0.2286,31.7,0.0132672
112639.0,4000.0,7.3,0.2286,31.7,0.0132672
111029.0,5000.0,7.3,0.2286,31.7,0.0132672
125817.0,800.0,0.0,0.1524,71.3,0.0015988
127307.0,1000.0,0.0,0.1524,71.3,0.0015988
128927.0,1250.0,0.0,0.1524,71.3,0.0015988
129667.0,1600.0,0.0,0.1524,71.3,0.0015988
128647.0,2000.0,0.0,0.1524,71.3,0.0015988
129377.0,3150.0,0.0,0.1524,71.3,0.0015988
128857.0,4000.0,0.0,0.1524,71.3,0.0015988
126457.0,5000.0,0.0,0.1524,71.3,0.0015988
125427.0,6300.0,0.0,0.1524,71.3,0.0015988
122527.0,8000.0,0.0,0.1524,71.3,0.0015988
120247.0,10000.0,0.0,0.1524,71.3,0.0015988
113297.0,16000.0,0.0,0.1524,71.3,0.0015988
120573.0,500.0,0.0,0.1524,55.5,0.00172668
123583.0,630.0,0.0,0.1524,55.5,0.00172668
126713.0,800.0,0.0,0.1524,55.5,0.00172668
128583.0,1000.0,0.0,0.1524,55.5,0.00172668
129953.0,1250.0,0.0,0.1524,55.5,0.00172668
129673.0,2000.0,0.0,0.1524,55.5,0.00172668
127763.0,2500.0,0.0,0.1524,55.5,0.00172668
127753.0,3150.0,0.0,0.1524,55.5,0.00172668
127233.0,4000.0,0.0,0.1524,55.5,0.00172668
125203.0,5000.0,0.0,0.1524,55.5,0.00172668
123303.0,6300.0,0.0,0.1524,55.5,0.00172668
121903.0,8000.0,0.0,0.1524,55.5,0.00172668
119253.0,10000.0,0.0,0.1524,55.5,0.00172668
117093.0,12500.0,0.0,0.1524,55.5,0.00172668
119513.0,500.0,0.0,0.1524,39.6,0.00193287
124403.0,630.0,0.0,0.1524,39.6,0.00193287
127903.0,800.0,0.0,0.1524,39.6,0.00193287
130033.0,1000.0,0.0,0.1524,39.6,0.00193287
131023.0,1250.0,0.0,0.1524,39.6,0.00193287
131013.0,1600.0,0.0,0.1524,39.6,0.00193287
129633.0,2000.0,0.0,0.1524,39.6,0.00193287
126863.0,2500.0,0.0,0.1524,39.6,0.00193287
125603.0,3150.0,0.0,0.1524,39.6,0.00193287
125343.0,4000.0,0.0,0.1524,39.6,0.00193287
123453.0,5000.0,0.0,0.1524,39.6,0.00193287
121313.0,6300.0,0.0,0.1524,39.6,0.00193287
120553.0,8000.0,0.0,0.1524,39.6,0.00193287
115413.0,10000.0,0.0,0.1524,39.6,0.00193287
121617.0,500.0,0.0,0.1524,31.7,0.00209405
125997.0,630.0,0.0,0.1524,31.7,0.00209405
129117.0,800.0,0.0,0.1524,31.7,0.00209405
130987.0,1000.0,0.0,0.1524,31.7,0.00209405
131467.0,1250.0,0.0,0.1524,31.7,0.00209405
130817.0,1600.0,0.0,0.1524,31.7,0.00209405
128907.0,2000.0,0.0,0.1524,31.7,0.00209405
125867.0,2500.0,0.0,0.1524,31.7,0.00209405
124207.0,3150.0,0.0,0.1524,31.7,0.00209405
123807.0,4000.0,0.0,0.1524,31.7,0.00209405
122397.0,5000.0,0.0,0.1524,31.7,0.00209405
119737.0,6300.0,0.0,0.1524,31.7,0.00209405
117957.0,8000.0,0.0,0.1524,31.7,0.00209405
127404.0,630.0,2.7,0.1524,71.3,0.00243851
127394.0,800.0,2.7,0.1524,71.3,0.00243851
128774.0,1000.0,2.7,0.1524,71.3,0.00243851
130144.0,1250.0,2.7,0.1524,71.3,0.00243851
130644.0,1600.0,2.7,0.1524,71.3,0.00243851
130114.0,2000.0,2.7,0.1524,71.3,0.00243851
128334.0,2500.0,2.7,0.1524,71.3,0.00243851
127054.0,3150.0,2.7,0.1524,71.3,0.00243851
126534.0,4000.0,2.7,0.1524,71.3,0.00243851
121944.0,6300.0,2.7,0.1524,71.3,0.00243851
120534.0,8000.0,2.7,0.1524,71.3,0.00243851
113034.0,12500.0,2.7,0.1524,71.3,0.00243851
110364.0,16000.0,2.7,0.1524,71.3,0.00243851
121009.0,500.0,2.7,0.1524,39.6,0.00294804
125809.0,630.0,2.7,0.1524,39.6,0.00294804
128829.0,800.0,2.7,0.1524,39.6,0.00294804
130589.0,1000.0,2.7,0.1524,39.6,0.00294804
130829.0,1250.0,2.7,0.1524,39.6,0.00294804
130049.0,1600.0,2.7,0.1524,39.6,0.00294804
128139.0,2000.0,2.7,0.1524,39.6,0.00294804
125589.0,2500.0,2.7,0.1524,39.6,0.00294804
121889.0,4000.0,2.7,0.1524,39.6,0.00294804
