0,1,2,3,4,5,6,7,8,9,10,11
7.63,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,1500.0
8.62,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,1500.0
9.69,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,1500.0
10.83,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,1500.0
12.04,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,1500.0
13.33,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,1500.0
14.7,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,1500.0
16.13,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,1500.0
17.64,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,1500.0
22.63,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,1500.0
24.43,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,1500.0
26.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,1500.0
28.27,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,1500.0
30.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,1500.0
32.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,1500.0
34.59,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,1500.0
36.85,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,1500.0
5.17,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,2000.0
5.79,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.5,2000.0
6.5,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,2000.0
7.29,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,2000.0
8.16,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,2000.0
9.11,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,2000.0
11.26,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,2000.0
12.46,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,2000.0
15.11,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,2000.0
19.71,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,2000.0
21.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,2000.0
23.19,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,2000.0
26.99,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,2000.0
29.02,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,2000.0
31.12,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,2000.0
33.32,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,2000.0
35.59,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,2000.0
37.94,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,2000.0
40.38,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,2000.0
42.9,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,2000.0
7.53,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,2500.0
8.27,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.5,2500.0
9.1,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,2500.0
10.02,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,2500.0
11.02,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,2500.0
12.13,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,2500.0
13.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,2500.0
14.59,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,2500.0
15.95,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,2500.0
17.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,2500.0
18.94,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,2500.0
20.57,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,2500.0
22.29,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,2500.0
24.1,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,2500.0
25.99,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,2500.0
27.98,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,2500.0
30.06,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,2500.0
32.22,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,2500.0
36.81,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,2500.0
39.24,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,2500.0
41.76,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,2500.0
47.07,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,2500.0
49.86,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,2500.0
10.33,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,3000.0
11.23,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.5,3000.0
12.21,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,3000.0
13.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,3000.0
14.48,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,3000.0
15.75,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,3000.0
17.12,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,3000.0
18.58,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,3000.0
20.13,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,3000.0
21.77,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,3000.0
23.51,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,3000.0
25.35,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,3000.0
27.27,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,3000.0
29.29,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,3000.0
31.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,3000.0
33.61,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,3000.0
35.92,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,3000.0
38.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,3000.0
40.8,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,3000.0
43.37,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,3000.0
46.05,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,3000.0
48.82,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,3000.0
51.69,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,3000.0
57.69,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,3000.0
13.57,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,3500.0
15.85,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,3500.0
17.14,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,3500.0
18.51,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,3500.0
21.58,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,3500.0
23.24,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,3500.0
25.01,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,3500.0
26.87,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,3500.0
28.83,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,3500.0
30.88,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,3500.0
35.29,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,3500.0
37.64,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,3500.0
40.08,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,3500.0
42.62,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,3500.0
45.25,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,3500.0
47.99,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,3500.0
50.82,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,3500.0
53.74,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,3500.0
56.77,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,3500.0
63.1,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,3500.0
66.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,3500.0
17.25,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,4000.0
18.57,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.5,4000.0
19.99,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,4000.0
21.51,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,4000.0
23.13,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,4000.0
24.86,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,4000.0
26.67,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,4000.0
28.58,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,4000.0
30.58,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,4000.0
32.7,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,4000.0
34.89,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,4000.0
37.2,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,4000.0
39.6,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,4000.0
42.1,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,4000.0
44.69,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,4000.0
47.38,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,4000.0
50.18,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,4000.0
53.06,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,4000.0
56.05,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,4000.0
59.14,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,4000.0
62.32,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,4000.0
65.6,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,4000.0
68.98,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,4000.0
72.45,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,4000.0
21.35,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,4500.0
22.95,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.5,4500.0
24.64,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,4500.0
28.33,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.0,4500.0
30.31,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,4500.0
32.4,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,4500.0
39.23,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,4500.0
41.7,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,4500.0
44.28,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,4500.0
46.94,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,4500.0
49.71,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,4500.0
52.57,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,4500.0
55.53,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,4500.0
58.59,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,4500.0
61.74,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,4500.0
64.99,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,4500.0
68.34,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,4500.0
71.78,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,4500.0
75.32,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,4500.0
78.95,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,4500.0
86.53,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,4500.0
25.91,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,0.0,5000.0
29.82,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.0,5000.0
31.92,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,1.5,5000.0
36.4,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,2.5,5000.0
38.78,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.0,5000.0
41.26,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,3.5,5000.0
43.84,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.0,5000.0
46.5,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,4.5,5000.0
49.27,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.0,5000.0
52.12,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,5.5,5000.0
55.07,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.0,5000.0
58.12,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,6.5,5000.0
61.26,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.0,5000.0
64.51,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,7.5,5000.0
67.84,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.0,5000.0
71.27,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,8.5,5000.0
74.78,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.0,5000.0
78.41,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,9.5,5000.0
82.12,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.0,5000.0
85.92,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,10.5,5000.0
89.82,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.0,5000.0
93.83,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,11.5,5000.0
97.92,3.0,5.0,21.0,1997.0,84.0,87.0,4.0,105.0,130.0,12.0,5000.0
0.19,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.0,100.0
0.77,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.5,100.0
1.38,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.0,100.0
2.04,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.5,100.0
2.75,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.0,100.0
3.51,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.5,100.0
4.31,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,3.0,100.0
6.99,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,4.5,100.0
7.97,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,5.0,100.0
10.07,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,6.0,100.0
11.2,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,6.5,100.0
12.36,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,7.0,100.0
13.58,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,7.5,100.0
14.84,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,8.0,100.0
16.14,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,8.5,100.0
17.49,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,9.0,100.0
18.88,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,9.5,100.0
20.33,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,10.0,100.0
21.82,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,10.5,100.0
23.35,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,11.0,100.0
24.93,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,11.5,100.0
26.56,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,12.0,100.0
1.89,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.0,1000.0
2.44,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.5,1000.0
3.05,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.0,1000.0
3.74,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.5,1000.0
4.49,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.0,1000.0
5.31,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.5,1000.0
6.2,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,3.0,1000.0
8.2,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,4.0,1000.0
9.3,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,4.5,1000.0
10.47,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,5.0,1000.0
11.71,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,5.5,1000.0
13.02,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,6.0,1000.0
14.4,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,6.5,1000.0
15.85,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,7.0,1000.0
17.37,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,7.5,1000.0
18.96,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,8.0,1000.0
20.62,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,8.5,1000.0
22.34,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,9.0,1000.0
24.14,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,9.5,1000.0
26.01,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,10.0,1000.0
29.96,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,11.0,1000.0
32.03,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,11.5,1000.0
34.18,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,12.0,1000.0
3.5,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.0,1500.0
4.09,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,0.5,1500.0
4.76,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.0,1500.0
5.5,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,1.5,1500.0
6.33,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.0,1500.0
7.24,3.0,5.0,21.0,2299.0,92.4,89.0,4.0,105.0,130.0,2.5,1500.0
