0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1124.0,4.0,3.0,958.0,10.0,91.0,10.17,6.0,12.0,1.0,20.0,27.0,33.0,2.0
43.0,1.0,1149.0,4.0,3.0,1113.0,10.0,93.0,10.17,6.0,12.0,1.0,19.0,27.0,33.0,2.0
43.0,1.0,1149.0,4.0,3.0,1113.0,10.0,93.0,10.17,6.0,12.0,1.0,19.0,27.0,33.0,2.0
43.0,1.0,1149.0,4.0,3.0,1113.0,10.0,93.0,10.17,6.0,12.0,1.0,19.0,27.0,33.0,2.0
43.0,1.0,1149.0,4.0,3.0,1113.0,10.0,93.0,10.17,6.0,12.0,1.0,19.0,27.0,33.0,2.0
43.0,1.0,1149.0,4.0,3.0,1113.0,10.0,93.0,10.17,6.0,12.0,1.0,19.0,27.0,33.0,2.0
45.0,2.0,1191.0,3.0,3.0,1129.0,20.0,140.0,14.77,6.0,12.0,1.0,21.0,0.0,0.0,2.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
48.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,15.0,2.0,20.0,27.0,33.0,4.0
55.0,1.0,1199.0,4.0,3.0,1.1,10.0,110.0,11.53,6.0,9.0,2.0,20.0,27.0,33.0,4.0
54.0,1.0,1241.0,4.0,3.0,1113.0,10.0,104.0,10.53,6.0,12.0,1.0,21.0,27.0,33.0,2.0
44.0,1.0,1242.0,4.0,3.0,1114.0,10.0,102.0,10.32,6.0,12.0,1.0,21.0,27.0,33.0,2.0
44.0,1.0,1242.0,4.0,3.0,1114.0,10.0,102.0,10.32,6.0,12.0,1.0,21.0,27.0,33.0,2.0
44.0,1.0,1242.0,4.0,3.0,1114.0,10.0,98.0,9.92,6.0,12.0,1.0,21.0,27.0,33.0,2.0
44.0,1.0,1242.0,4.0,3.0,1114.0,10.0,98.0,9.92,6.0,12.0,1.0,21.0,27.0,33.0,2.0
55.0,1.0,1242.0,4.0,3.0,1.64,10.0,110.0,11.13,6.0,14.0,2.0,21.0,27.0,33.0,4.0
55.0,1.0,1242.0,4.0,3.0,1.64,10.0,110.0,11.13,6.0,14.0,2.0,21.0,27.0,33.0,4.0
55.0,1.0,1242.0,4.0,3.0,1.64,10.0,110.0,11.13,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
59.0,1.0,1242.0,4.0,3.0,1114.0,11.0,114.0,11.53,6.0,12.0,2.0,21.0,27.0,33.0,4.0
60.0,1.0,1242.0,4.0,3.0,1114.0,10.0,113.0,11.43,6.0,14.0,2.0,21.0,27.0,33.0,4.0
63.0,1.0,1242.0,4.0,3.0,1114.0,10.0,113.0,11.43,6.0,14.0,2.0,21.0,27.0,33.0,4.0
55.0,1.0,1275.0,4.0,3.0,1.134,10.0,103.0,10.15,6.0,15.0,2.0,21.0,27.0,33.0,4.0
55.0,1.0,1275.0,4.0,3.0,1.134,10.0,103.0,10.15,6.0,15.0,2.0,21.0,27.0,33.0,4.0
40.0,1.0,1289.0,4.0,3.0,0.954,10.0,99.0,9.65,7.0,15.0,1.0,25.0,27.0,33.0,2.0
50.0,1.0,1289.0,4.0,3.0,0.954,10.0,106.0,10.33,7.0,15.0,1.0,25.0,27.0,33.0,2.0
44.0,1.0,1296.0,4.0,3.0,0.94,10.0,84.0,8.14,6.0,12.0,1.0,25.0,27.0,33.0,4.0
61.0,1.0,1296.0,4.0,3.0,0.94,10.0,105.0,10.18,6.0,12.0,1.0,25.0,27.0,33.0,4.0
61.0,1.0,1296.0,4.0,3.0,0.94,10.0,105.0,10.18,6.0,12.0,1.0,25.0,27.0,33.0,4.0
61.0,1.0,1296.0,4.0,3.0,0.94,10.0,105.0,10.18,6.0,12.0,1.0,25.0,27.0,33.0,4.0
61.0,1.0,1296.0,4.0,3.0,0.94,10.0,105.0,10.18,6.0,12.0,1.0,25.0,27.0,33.0,4.0
62.0,1.0,1296.0,4.0,3.0,0.94,10.0,105.0,10.18,6.0,12.0,1.0,25.0,27.0,33.0,4.0
37.0,1.0,1297.0,4.0,3.0,1.21,10.0,93.0,9.01,7.0,9.0,1.0,23.0,27.0,33.0,2.0
37.0,1.0,1297.0,4.0,3.0,1.21,10.0,93.0,9.01,7.0,9.0,1.0,23.0,27.0,33.0,2.0
44.0,1.0,1297.0,4.0,3.0,1.21,10.0,103.0,9.98,7.0,9.0,1.0,23.0,27.0,33.0,2.0
44.0,1.0,1297.0,4.0,3.0,1.21,10.0,105.0,10.17,7.0,9.0,1.0,23.0,27.0,33.0,2.0
50.0,1.0,1299.0,4.0,3.0,1.2,10.0,99.0,9.58,6.0,12.0,1.0,25.0,27.0,33.0,2.0
50.0,1.0,1299.0,4.0,3.0,1.2,10.0,99.0,9.58,6.0,12.0,1.0,25.0,27.0,33.0,2.0
50.0,1.0,1299.0,4.0,3.0,1.2,10.0,99.0,9.58,6.0,12.0,1.0,25.0,27.0,33.0,2.0
51.0,1.0,1299.0,4.0,3.0,1.2,10.0,103.0,9.96,6.0,12.0,1.0,25.0,27.0,33.0,2.0
51.0,1.0,1299.0,4.0,3.0,1.2,10.0,103.0,9.96,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1299.0,4.0,3.0,1155.0,10.0,108.0,10.45,6.0,12.0,1.0,19.0,27.0,33.0,3.0
55.0,1.0,1299.0,4.0,3.0,1155.0,10.0,108.0,10.45,6.0,12.0,1.0,19.0,27.0,33.0,3.0
55.0,1.0,1299.0,4.0,3.0,1155.0,10.0,107.0,10.35,6.0,12.0,1.0,19.0,27.0,33.0,3.0
55.0,1.0,1299.0,4.0,3.0,1155.0,10.0,107.0,10.35,6.0,12.0,1.0,19.0,27.0,33.0,3.0
55.0,1.0,1299.0,4.0,3.0,1155.0,10.0,107.0,10.35,6.0,12.0,1.0,19.0,27.0,33.0,3.0
56.0,1.0,1299.0,4.0,3.0,1.2,10.0,115.0,11.13,6.0,12.0,1.0,26.0,27.0,33.0,4.0
59.0,1.0,1299.0,4.0,3.0,1.2,10.0,104.0,10.06,6.0,12.0,1.0,26.0,27.0,33.0,4.0
59.0,1.0,1299.0,4.0,3.0,1.2,10.0,104.0,10.06,6.0,12.0,1.0,26.0,27.0,33.0,4.0
59.0,1.0,1299.0,4.0,3.0,1.2,10.0,104.0,10.06,6.0,12.0,1.0,26.0,27.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,1.2,10.0,106.0,10.25,6.0,12.0,1.0,26.0,27.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,1.2,10.0,106.0,10.25,6.0,12.0,1.0,26.0,27.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,1.2,10.0,106.0,10.25,6.0,12.0,1.0,26.0,27.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,0.98,11.0,124.0,12.0,6.0,11.0,2.0,21.0,29.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,0.98,11.0,124.0,12.0,6.0,11.0,2.0,21.0,29.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,0.98,11.0,124.0,12.0,6.0,11.0,2.0,21.0,29.0,33.0,4.0
63.0,1.0,1299.0,4.0,3.0,1155.0,10.0,117.0,11.32,6.0,12.0,1.0,19.0,27.0,33.0,4.0
46.0,1.0,1324.0,4.0,3.0,1178.0,9.0,103.0,9.78,6.0,12.0,1.0,19.0,27.0,33.0,4.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
47.0,1.0,1324.0,4.0,3.0,1178.0,10.0,102.0,9.68,6.0,12.0,1.0,25.0,27.0,33.0,2.0
54.0,1.0,1324.0,4.0,3.0,1178.0,9.0,108.0,10.25,6.0,12.0,1.0,19.0,27.0,33.0,4.0
54.0,1.0,1324.0,4.0,3.0,1178.0,9.0,108.0,10.25,6.0,12.0,1.0,19.0,27.0,33.0,4.0
54.0,1.0,1324.0,4.0,3.0,1178.0,9.0,108.0,10.25,6.0,12.0,1.0,19.0,27.0,33.0,4.0
55.0,1.0,1341.0,4.0,3.0,1168.0,10.0,114.0,10.68,6.0,12.0,1.0,19.0,27.0,33.0,3.0
55.0,1.0,1341.0,4.0,3.0,1168.0,10.0,114.0,10.68,6.0,12.0,1.0,19.0,27.0,33.0,3.0
63.0,1.0,1341.0,4.0,3.0,1168.0,10.0,115.0,10.78,6.0,12.0,1.0,19.0,27.0,33.0,3.0
63.0,1.0,1341.0,4.0,3.0,1168.0,10.0,115.0,10.78,6.0,12.0,1.0,19.0,27.0,33.0,3.0
48.0,1.0,1343.0,4.0,3.0,1.13,9.0,108.0,10.11,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1349.0,4.0,3.0,0.96,10.0,115.0,10.71,6.0,12.0,1.0,0.0,27.0,33.0,2.0
55.0,1.0,1349.0,4.0,3.0,0.96,10.0,115.0,10.71,6.0,12.0,1.0,0.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1361.0,4.0,3.0,1.27,10.0,111.0,10.25,6.0,12.0,1.0,25.0,27.0,33.0,2.0
76.0,1.0,1370.0,4.0,3.0,0.791,11.0,124.0,11.37,6.0,12.0,2.0,21.0,28.0,33.0,4.0
76.0,1.0,1370.0,4.0,3.0,0.791,11.0,124.0,11.37,6.0,12.0,2.0,21.0,28.0,33.0,4.0
55.0,1.0,1388.0,4.0,3.0,1.7,11.0,123.0,11.14,6.0,14.0,2.0,21.0,27.0,33.0,4.0
66.0,1.0,1389.0,4.0,3.0,946.0,11.0,125.0,11.31,6.0,12.0,2.0,21.0,27.0,33.0,4.0
66.0,1.0,1389.0,4.0,3.0,946.0,11.0,125.0,11.31,6.0,12.0,2.0,21.0,27.0,33.0,4.0
66.0,1.0,1389.0,4.0,3.0,946.0,11.0,125.0,11.31,6.0,12.0,2.0,21.0,27.0,33.0,4.0
66.0,1.0,1389.0,4.0,3.0,946.0,11.0,125.0,11.31,6.0,12.0,2.0,21.0,27.0,33.0,4.0
44.0,1.0,1390.0,4.0,3.0,988.0,11.0,116.0,10.49,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1390.0,4.0,3.0,988.0,10.0,116.0,10.49,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1390.0,4.0,3.0,988.0,10.0,116.0,10.49,6.0,12.0,1.0,20.0,27.0,33.0,2.0
44.0,1.0,1390.0,4.0,3.0,988.0,10.0,116.0,10.49,6.0,12.0,1.0,20.0,27.0,33.0,2.0
55.0,1.0,1390.0,4.0,3.0,988.0,11.0,126.0,11.39,6.0,12.0,2.0,20.0,27.0,33.0,4.0
55.0,1.0,1390.0,4.0,3.0,988.0,11.0,128.0,11.57,6.0,12.0,2.0,20.0,27.0,33.0,4.0
55.0,1.0,1390.0,4.0,3.0,1.16,10.0,107.0,9.67,6.0,12.0,1.0,25.0,27.0,33.0,2.0
55.0,1.0,1390.0,4.0,3.0,1.16,10.0,114.0,10.31,6.0,12.0,1.0,19.0,27.0,33.0,2.0
55.0,1.0,1390.0,4.0,3.0,988.0,11.0,128.0,11.57,6.0,12.0,2.0,20.0,27.0,33.0,4.0
55.0,1.0,1390.0,4.0,3.0,988.0,11.0,126.0,11.39,6.0,12.0,2.0,20.0,27.0,33.0,4.0
70.0,1.0,1390.0,4.0,3.0,1.16,9999.0,127.0,11.48,6.0,12.0,2.0,20.0,27.0,33.0,4.0
74.0,1.0,1390.0,4.0,3.0,988.0,11.0,128.0,11.57,6.0,12.0,2.0,20.0,27.0,33.0,4.0
74.0,1.0,1390.0,4.0,3.0,988.0,11.0,126.0,11.39,6.0,12.0,2.0,20.0,27.0,33.0,4.0
55.0,1.0,1392.0,4.0,3.0,1111.0,10.0,116.0,10.47,6.0,9.0,2.0,21.0,27.0,33.0,4.0
55.0,1.0,1396.0,4.0,3.0,1.53,9.0,111.0,9.99,6.0,12.0,1.0,25.0,27.0,33.0,4.0
55.0,1.0,1396.0,4.0,3.0,1.53,9.0,111.0,9.99,6.0,12.0,1.0,25.0,27.0,33.0,4.0
62.0,1.0,1396.0,4.0,3.0,1.53,11.0,110.0,9.9,6.0,12.0,2.0,21.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,10.0,127.0,11.43,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,10.0,127.0,11.43,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,10.0,127.0,11.43,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,10.0,127.0,11.43,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,9.0,120.0,10.8,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,9.0,120.0,10.8,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,9.0,120.0,10.8,6.0,12.0,1.0,25.0,27.0,33.0,4.0
66.0,1.0,1396.0,4.0,3.0,1.53,9.0,120.0,10.8,6.0,12.0,1.0,25.0,27.0,33.0,4.0
76.0,1.0,1396.0,4.0,3.0,1.53,11.0,123.0,11.07,6.0,12.0,2.0,21.0,27.0,33.0,4.0
76.0,1.0,1396.0,4.0,3.0,1.53,11.0,123.0,11.07,6.0,12.0,2.0,21.0,27.0,33.0,4.0
50.0,1.0,1397.0,4.0,3.0,1.33,10.0,120.0,10.79,7.0,15.0,1.0,25.0,27.0,33.0,2.0
60.0,1.0,1397.0,4.0,3.0,0.869,11.0,130.0,11.69,6.0,9.0,1.0,19.0,27.0,33.0,2.0
60.0,1.0,1397.0,4.0,3.0,0.869,11.0,130.0,11.69,6.0,9.0,1.0,19.0,27.0,33.0,2.0
60.0,1.0,1397.0,4.0,3.0,0.869,11.0,130.0,11.69,6.0,9.0,1.0,19.0,27.0,33.0,2.0
60.0,1.0,1397.0,4.0,3.0,0.869,11.0,130.0,11.69,6.0,9.0,1.0,19.0,27.0,33.0,2.0
71.0,1.0,1398.0,4.0,3.0,0.93,11.0,130.0,11.69,6.0,11.0,2.0,21.0,29.0,33.0,4.0
71.0,1.0,1398.0,4.0,3.0,0.93,11.0,130.0,11.69,6.0,11.0,2.0,21.0,29.0,33.0,4.0
71.0,1.0,1398.0,4.0,3.0,0.93,11.0,130.0,11.69,6.0,11.0,2.0,21.0,29.0,33.0,4.0
71.0,1.0,1398.0,4.0,3.0,0.93,11.0,130.0,11.69,6.0,11.0,2.0,21.0,29.0,33.0,4.0
55.0,2.0,1422.0,3.0,3.0,1.21,20.0,195.0,17.23,6.0,12.0,1.0,21.0,0.0,0.0,2.0
55.0,2.0,1422.0,3.0,3.0,1.21,20.0,195.0,17.23,6.0,12.0,1.0,21.0,0.0,0.0,2.0
49.0,2.0,1487.0,4.0,3.0,1.79,22.0,132.0,11.16,6.0,12.0,1.0,21.0,0.0,0.0,2.0
65.0,1.0,1489.0,4.0,3.0,1.11,9.0,132.0,11.14,6.0,13.0,2.0,21.0,27.0,33.0,4.0
65.0,1.0,1489.0,4.0,3.0,1.11,9.0,132.0,11.14,6.0,13.0,2.0,21.0,27.0,33.0,4.0
84.0,1.0,1493.0,4.0,3.0,1127.0,10.0,134.0,11.28,6.0,12.0,1.0,25.0,32.0,33.0,4.0
84.0,1.0,1493.0,4.0,3.0,1127.0,10.0,134.0,11.28,6.0,12.0,1.0,25.0,32.0,33.0,4.0
84.0,1.0,1493.0,4.0,3.0,1127.0,10.0,134.0,11.28,6.0,12.0,1.0,25.0,32.0,33.0,4.0
84.0,1.0,1493.0,4.0,3.0,1127.0,10.0,134.0,11.28,6.0,12.0,1.0,25.0,32.0,33.0,4.0
84.0,1.0,1493.0,4.0,3.0,1127.0,10.0,134.0,11.28,6.0,12.0,1.0,25.0,32.0,33.0,4.0
55.0,1.0,1498.0,4.0,3.0,1.5,9.0,116.0,9.73,6.0,12.0,1.0,19.0,27.0,33.0,4.0
55.0,1.0,1498.0,4.0,3.0,1.5,9.0,116.0,9.73,6.0,12.0,1.0,19.0,27.0,33.0,4.0
59.0,1.0,1498.0,4.0,3.0,1.5,9.0,120.0,10.07,6.0,12.0,1.0,25.0,27.0,33.0,2.0
59.0,1.0,1498.0,4.0,3.0,1.5,9.0,120.0,10.07,6.0,12.0,1.0,25.0,27.0,33.0,2.0
59.0,1.0,1498.0,4.0,3.0,1.5,9.0,120.0,10.07,6.0,12.0,1.0,25.0,27.0,33.0,2.0
63.0,1.0,1498.0,4.0,3.0,1.65,10.0,130.0,10.91,6.0,12.0,1.0,0.0,27.0,33.0,2.0
63.0,1.0,1498.0,4.0,3.0,1.65,10.0,130.0,10.91,6.0,12.0,1.0,0.0,27.0,33.0,2.0
63.0,1.0,1498.0,4.0,3.0,1.65,10.0,130.0,10.91,6.0,12.0,1.0,0.0,27.0,33.0,2.0
63.0,1.0,1498.0,4.0,3.0,1.65,10.0,130.0,10.91,6.0,12.0,1.0,0.0,27.0,33.0,2.0
65.0,1.0,1498.0,4.0,3.0,1.5,9.0,132.0,11.07,6.0,13.0,2.0,21.0,27.0,33.0,4.0
65.0,1.0,1498.0,4.0,3.0,1.5,9.0,132.0,11.07,6.0,13.0,2.0,21.0,27.0,33.0,4.0
65.0,1.0,1498.0,4.0,3.0,1.5,9.0,132.0,11.07,6.0,13.0,2.0,21.0,27.0,33.0,4.0
