0,1,2,3,4,5,6,7,8,9,10,11
2.6,1.0,1.0,2.0,7.5,1.8,29775.0,1051.0,2082.8501,209.85699,313.60001,1.0
1.0,3.0,1.0,2.0,7.8,7.1,32.54,1.72,2167.37012,151125.0,279.06601,13.1
2.0,2.0,2.0,2.0,8.5,8.1,38125.0,3.85,225.0,45.0,152.33299,5.2
3.3,3.0,2.0,2.0,7925.0,10.2,34037.0,9.08,109.0,55.0,58.623000000000005,11.6
24.8,0.0,2.0,2.0,8.1,8.1,136.0,3773.0,245.0,136.75,249.25,20.87
17.6,1.0,2.0,2.0,8.2,6.8,129375.0,3.3160000000000003,271.25,100.0,233.5,13.0
5.0,1.0,2.0,3.0,9.1,9.4,35.75,5164.0,32.5,85.5,215.5,18.37
0.0,2.0,2.0,2.0,8.1,9.8,29.5,1287.0,224.286,25.167,102333.0,3.6
23.2,0.0,2.0,2.0,8.0,5.9,27.4,735.0,133636.0,36.0,105727.0,3.0
11.8,1.0,2.0,2.0,8.0,3.3,26.76,0.6579999999999999,165.0,37375.0,111375.0,3.0
5.4,0.0,2.0,3.0,7.5,9.2,11.0,3.31,101.0,26.6,108.0,1.3
0.0,1.0,2.0,3.0,7.4,9.8,11.0,3235.0,255.0,38.75,56667.0,2.0
21.9,0.0,2.0,3.0,7.4,8.9,13.5,5442.0,123333.0,27.667,104.0,21.0
1.0,3.0,2.0,3.0,7.4,11.17,12.146,6188.0,89.6,32.0,69.93,3.1
0.0,2.0,2.0,2.0,7.5,10.8,31.0,4408.0,737.5,111.25,214.0,2.9
0.0,0.0,2.0,2.0,7.6,6.0,53.0,3734.0,914.0,137.60001,254.60001,4.3
0.0,3.0,2.0,2.0,7.4,10.77,36.248000000000005,3.73,429.20001,57.6,169.00101,3.2
0.0,3.0,2.0,2.0,7.6,9.7,53102.0,7.16,4073.33008,282.16699,624.73297,6.8
8.8,0.0,2.0,2.0,8.5,8.6,125.6,3778.0,124167.0,197.83299,303.33301,40.0
3.3,1.0,2.0,2.0,8.7,9.4,173.75,3318.0,101.25,267.75,391.75,3.5
1.6,3.0,2.0,2.0,8.1,10.7,94405.0,4698.0,153.0,191.75,265.25,7.3
6.3,0.0,2.0,3.0,8.8,8.5,53333.0,5.132000000000001,96667.0,120.5,232.83299,31.0
3.5,1.0,2.0,3.0,7.8,10.5,70.0,2443.0,98333.0,144.66701,244.0,9.0
0.0,3.0,2.0,3.0,7.9,11.8,63.51,4.94,137.0,159.5,218.0,6.5
0.0,2.0,2.0,1.0,8.5,10.5,56717.0,0.33,215.71400000000003,23.0,138.5,20829.0
2.4,0.0,2.0,1.0,9.1,5.4,61.05,308.0,105556.0,104.222,239.0,72.47800000000001
0.0,1.0,2.0,1.0,8.9,4.5,57.75,267.0,155.0,97333.0,235.66701,98.817
35.1,0.0,2.0,3.0,7.9,6.3,101875.0,3978.0,153.75,51.75,205875.0,2.0
1.0,3.0,2.0,3.0,7.8,8.2,85.98200000000001,6.2,421.66699000000006,31.333,211.66701,21.9
19.5,0.0,2.0,2.0,7.7,7.1,63625.0,3.14,122.5,28625.0,186.5,30.0
11.5,0.0,2.0,1.0,7.7,5.3,65333.0,2.899,371.11099,51.111,183.66701,17.2
3.0,3.0,2.0,1.0,7.5,8.8,58331.0,8.687999999999999,758.75,104.5,292625.0,3.0
1.6,2.0,2.0,1.0,7.6,10.0,49625.0,5456.0,308.75,38625.0,285.71399,75.0
1.9,0.0,2.0,1.0,8.7,7.4,47778.0,2316.0,38111.0,24.667,201778.0,3.0
4.7,3.0,2.0,1.0,7.7,11.1,47229.0,8759.0,239.0,54.0,275.14301,65.7
0.0,2.0,2.0,3.0,8.3,11.1,41.5,4665.0,931.83301,39.0,124.2,13.1
7.3,0.0,2.0,3.0,8.43,6.0,40167.0,2.67,723.66699,60833.0,141.83299,25.0
0.0,3.0,2.0,3.0,8.16,11.1,32056.0,5694.0,461875.0,71.0,132.54601,15.0
8.0,0.0,2.0,3.0,8.7,9.8,5.888999999999999,1534.0,51.111,9667.0,17333.0,1.0
2.5,1.0,2.0,3.0,8.2,11.3,7.25,1875.0,25.0,6.5,26.0,0.3
1.0,3.0,2.0,3.0,8.5,11.8,7.837999999999999,1732.0,206.53799,8692.0,16662.0,2.1
0.0,3.0,2.0,2.0,8.0,9.7,57848.0,461.0,217.75,37.0,86.99700000000001,3.0
0.0,0.0,2.0,3.0,9.7,10.8,222.0,406.0,10.0,22.444000000000003,10111.0,3.2780684372101803
1.2,3.0,2.0,3.0,8.6,11.62,1.5490000000000002,445.0,25.833,16833.0,18293.0,1.4
0.0,2.0,2.0,2.0,8.3,11.6,5.83,701.0,12727.0,3545.0,13.2,3.2
25.9,1.0,2.0,1.0,8.4,5.3,74667.0,3.9,131.66701,261.60001,432909.0,24.917
22.9,3.0,2.0,1.0,8.2,6.6,131.39999,4188.0,92.0,238.2,320.39999,6.8
0.0,0.0,2.0,2.0,8.2,9.4,45273.0,7195.0,345.45499,144.0,287.0,9882.0
6.6,1.0,2.0,2.0,8.1,7.1,42636.0,5078.0,56364.0,166.72701,262.72699,17.2
7.0,3.0,2.0,2.0,8.1,9.0,48.429,6.64,128571.0,181.0,222.286,6.428999999999999
0.0,0.0,2.0,3.0,7.4,10.7,11818.0,2.1630000000000003,170.90900000000002,36909.0,122.0,5555.0
10.3,1.0,2.0,3.0,8.3,9.7,10556.0,1921.0,65556.0,61.556,127.222,5233.0
0.0,3.0,2.0,3.0,8.6,10.7,12.0,2231.0,43.75,62625.0,89625.0,2.15
10.1,1.0,2.0,2.0,9.0,6.9,28.333,2.954,76667.0,102333.0,277.33301,110456.0
1.0,3.0,2.0,2.0,8.3,10.0,30125.0,3.726,102.5,75875.0,177625.0,50225.0
1.0,0.0,2.0,2.0,7.9,9.8,194.75,6513.0,3466.6599100000003,23.0,173.75,15.3
4.2,1.0,2.0,2.0,7.9,8.3,391.5,6045.0,380.0,173.0,317.0,5.5
2.1,2.0,2.0,2.0,8.0,11.9,130.67,6.54,196.0,75.0,84.0,4.5
6.1,1.0,2.0,2.0,8.0,9.2,39.0,4.86,120.0,187.0,213.0,2.0
0.0,2.0,2.0,2.0,8.1,11.7,35.66,5.13,46.5,49.0,88.5,2.5
2.0,0.0,2.0,1.0,8.43,9.9,37.6,826.0,124.0,32.5,115.0,11.7
0.0,3.0,2.0,1.0,8.1,6.2,39.0,0.6729999999999999,112.857,60.0,98.143,2.0
0.0,0.0,2.0,2.0,7.9,11.2,49.9,9773.0,505.0,67.5,143.75,5.45
1.4,3.0,2.0,2.0,8.1,6.2,51113.0,5099.0,175.0,132.5,197.14301,6.4
22.0,1.0,2.0,3.0,7.8,9.5,8.3,1.67,34.0,16.8,35.2,1.0
2.2,2.0,2.0,3.0,7.9,10.5,10207.0,2.3040000000000003,132.25,10583.0,23485.0,2.0
1.4,0.0,2.0,1.0,8.0,4.5,79077.0,8984.0,920.0,70.0,200231.0,19.4
6.8,1.0,2.0,1.0,7.6,6.3,81333.0,9715.0,196.66701,77333.0,147.83299,3.0
0.0,2.0,2.0,1.0,7.8,6.5,64093.0,7.74,1990.16003,47.5,276.0,8.1
0.0,0.0,2.0,3.0,8.22,8.1,41.25,1415.0,172.5,46667.0,123333.0,30.4
1.0,0.0,2.0,3.0,8.47,9.0,46167.0,2102.0,84667.0,48.0,116.2,7.3
21.7,1.0,2.0,3.0,8.4,4.9,47.0,536.0,91833.0,109.0,188.66701,32.0
1.2,2.0,2.0,3.0,8.87,11.0,41.163,2273.0,54.75,39.0,72696.0,22.7
0.0,3.0,2.0,3.0,7.7,4.4,53.0,2.31,90.0,22.2,116.2,16.0
0.0,2.0,2.0,3.0,7.3,11.8,44205.0,45.65,24064.0,44.0,34.0,53.1
14.0,1.0,2.0,2.0,7.9,6.0,127833.0,2.68,176.66701,27.5,76333.0,2.1
0.0,2.0,2.0,2.0,7.8,10.53,100.83,5.41,486.5,24.0,58.374,27.5
0.0,1.0,3.0,1.0,7.8,3.2,94.0,4908.0,1131.66003,175.66701,361.0,28.567
0.0,3.0,3.0,1.0,7.6,4.9,69.0,3685.0,1495.0,234.5,236.0,22.5
0.0,1.0,3.0,1.0,8.6,3.6,50.0,376.0,134.0,54.1,125.8,26.8
1.8,2.0,3.0,1.0,8.4,10.6,19.22,1655.0,96833.0,20.667,54.916,20.6
0.0,0.0,3.0,1.0,8.3,11.5,26.0,1.87,62.5,30.75,75333.0,34.75
1.5,1.0,3.0,1.0,9.0,5.8,70.3623993111891,0.9,142.0,102.0,186.0,68.05
3.9,1.0,3.0,1.0,9.5,5.7,44.0,102.0,146.66701,151.33299,252.5,93.683
0.0,3.0,3.0,1.0,8.8,8.8,43.0,0.13,103333.0,180.66701,269.66699,92667.0
0.0,2.0,3.0,1.0,8.84,12.9,43.09,846.0,52.2,8.6,46438.0,81.54
0.0,0.0,3.0,3.0,7.3,9.9,16.0,4.82,101667.0,14667.0,85.0,2.0
1.4,2.0,3.0,3.0,7.4,10.68,22.35,5414.0,244.60001,66.4,171.27200000000002,3.8
2.9,1.0,3.0,1.0,9.1,4.3,82.85700000000001,0.86,137.27299,102.364,232.89999,54367.0
2.5,2.0,3.0,1.0,8.53,11.1,63292.0,1726.0,227.60001,84.3,146452.0,21.22
0.0,0.0,3.0,1.0,8.56,8.7,43.97,4053.0,643.0,221.89999,246.66701,14.7
0.0,2.0,3.0,1.0,8.06,8.3,38902.0,3678.0,627.27301,205636.0,219.909,6209.0
0.0,0.0,3.0,2.0,8.24,6.1,95367.0,3.5610000000000004,1168.0,236.39999,272.22198,20.578000000000003
4.9,3.0,3.0,2.0,7.91,6.2,151.83299,3923.0,1081.66003,346.16699,388.16699,5083.0
16.0,1.0,3.0,2.0,8.5,7.3,71444.0,2512.0,66667.0,64389.0,137778.0,9384.0
0.0,1.0,3.0,2.0,8.6,10.6,208364.0,4459.0,197.909,87333.0,194.10001,27.618
3.7,0.0,3.0,2.0,9.06,6.35,187183.0,3.3510000000000004,54778.0,159.16701,221278.0,20.8
12.9,2.0,3.0,3.0,8.7,10.7,4545.0,941.0,32727.0,16.0,21.3,1.1
13.6,1.0,3.0,3.0,8.1,10.7,3.5,1013.0,12.5,12.75,11.0,0.6
9.4,3.0,3.0,3.0,8.4,10.29,5.3260000000000005,996.0,53.846,7.667000000000001,14.354,0.8
0.0,1.0,3.0,2.0,8.6,10.1,2.111,0.6629999999999999,11.111,3222.0,7.0,1.3
0.0,3.0,3.0,2.0,8.2,9.5,2.2,672.0,10.0,3.8,6.2,0.8
0.0,0.0,3.0,2.0,8.5,10.5,2.75,758.0,10.5,4.0,7654.0,4.0
19.7,3.0,3.0,2.0,8.3,10.0,3.86,866.0,32.0,6.0,16.0,2.86
4.0,0.0,3.0,3.0,8.0,10.9,9055.0,825.0,40.0,21.083,56091.0,14.2709612249009
2.1,0.0,3.0,1.0,8.7,10.8,39109.0,6225.0,161.81798999999998,104727.0,228364.0,46075.0
0.0,0.0,3.0,1.0,8.7,11.7,22455.0,3765.0,88182.0,41.3,85.4,17491.0
10.2,1.0,3.0,2.0,8.5,7.6,12.778,1.873,17778.0,50.889,127.0,24.556
1.2,2.0,3.0,2.0,8.7,11.4,15.541,2323.0,103.0,34.5,81558.0,5.62
1.0,0.0,3.0,2.0,8.4,10.5,12182.0,1.519,65455.0,19727.0,50455.0,8155.0
8.8,1.0,3.0,2.0,8.2,8.2,7.332999999999999,1003.0,37778.0,19111.0,120889.0,5.111000000000001
2.9,2.0,3.0,2.0,8.58,11.1,23825.0,3617.0,72.6,51.111,91111.0,22.9
5.6,2.0,3.0,2.0,8.4,8.4,17375.0,3833.0,83.75,53625.0,79.75,2338.0
2.4,2.0,3.0,2.0,8.2,7.0,139989.0,2978.0,60.11,78333.0,140.22,31.738000000000003
