0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
4.0,1.0,8.0,9.0,4.0,12.0,1910.0,59.0,18.0,3000.0,9999.0,9999.0,9999.0,12.9,9999.0,9999.0,12.2,1055.0,510.0,17.9,15.0,21.0,1.0,29.0,34.0,38.0,43.0,3835.0,1660.0,1480.0,2460.0,170.0,196.0,9999.0,48.5,2186.0,51.0,57.0
4.0,1.0,8.0,9.0,4.0,12.0,1753.0,55.0,19.0,4000.0,9999.0,9999.0,9999.0,12.54,9999.0,9999.0,12.5,1242.0,513.0,22.6,15.0,22.0,1.0,29.0,34.0,38.0,48.0,4438.0,1702.0,1465.0,2615.0,184.0,175.0,675.0,45.4,2399.0,51.0,57.0
4.1,1.0,8.0,9.0,4.0,12.0,1487.0,49.0,22.0,4600.0,890.0,9999.0,9999.0,11.16,9999.0,9999.0,14.0,950.0,495.0,19.4,15.0,21.0,1.0,29.0,35.0,40.0,44.0,3741.0,1608.0,1424.0,2443.0,165.0,132.0,0.66,36.2,2842.0,0.0,57.0
4.1,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,9999.0,9999.0,9999.0,13.92,9999.0,9999.0,12.1,1124.0,460.0,17.0,15.0,21.0,1.0,29.0,34.0,38.0,47.0,3876.0,1640.0,1422.0,2443.0,180.0,210.0,9999.0,46.8,2.264,51.0,57.0
4.1,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,5000.0,9999.0,15.58,9999.0,7.6,10.6,1284.0,536.0,15.9,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4376.0,1735.0,1446.0,2513.0,193.0,235.0,633.0,45.1,2576.0,51.0,57.0
4.1,1.0,8.0,9.0,4.0,12.0,1994.0,74.0,20.0,4200.0,9999.0,9999.0,9999.0,15.13,9999.0,9999.0,9.9,1130.0,470.0,15.3,15.0,21.0,1.0,29.0,34.0,38.0,44.0,3990.0,1688.0,1419.0,2500.0,185.0,240.0,9999.0,41.7,2556.0,51.0,0.0
4.1,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,5000.0,9999.0,15.58,9999.0,7.9,11.3,1327.0,523.0,16.4,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4397.0,1735.0,1485.0,2515.0,193.0,235.0,0.6779999999999999,45.1,2576.0,51.0,57.0
4.1,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4000.0,900.0,5000.0,9999.0,15.58,9999.0,7.4,10.9,1188.0,460.0,14.7,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4137.0,1640.0,1459.0,2444.0,190.0,235.0,706.0,45.1,2.4,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1689.0,66.0,19.0,4200.0,760.0,4850.0,4650.0,13.39,5.1,8.5,12.5,1085.0,460.0,16.4,15.0,19.0,2.0,29.0,34.0,38.0,43.0,3575.0,1719.0,1575.0,2423.0,175.0,180.0,736.0,42.0,2513.0,51.0,55.0
4.2,1.0,8.0,9.0,4.0,12.0,1689.0,66.0,19.0,4200.0,760.0,4850.0,4650.0,13.39,5.1,8.5,12.5,1085.0,460.0,16.4,15.0,19.0,2.0,29.0,34.0,38.0,43.0,3575.0,1719.0,1575.0,2423.0,175.0,180.0,736.0,42.0,2513.0,51.0,55.0
4.2,2.0,7.0,9.0,3.0,12.0,599.0,33.0,10.0,5250.0,800.0,6000.0,6000.0,14.69,7.2,11.9,18.9,720.0,260.0,21.8,15.0,18.0,1.0,29.0,33.0,39.0,42.0,2500.0,1516.0,1551.0,1812.0,135.0,70.0,746.0,35.7,2.9330000000000003,50.0,54.0
4.2,2.0,7.0,9.0,3.0,12.0,599.0,40.0,10.0,5250.0,800.0,6000.0,6000.0,18.46,7.0,11.4,17.2,720.0,260.0,18.0,15.0,18.0,1.0,29.0,33.0,39.0,42.0,2500.0,1516.0,1551.0,1812.0,135.0,88.0,746.0,35.7,2.9330000000000003,50.0,54.0
4.2,2.0,7.0,9.0,3.0,12.0,599.0,40.0,10.0,5250.0,800.0,6000.0,6000.0,18.46,7.0,11.4,17.2,730.0,260.0,18.3,15.0,18.0,1.0,29.0,33.0,39.0,42.0,2514.0,1537.0,1548.0,1812.0,135.0,88.0,9999.0,35.7,2.9330000000000003,50.0,54.0
4.2,1.0,8.0,9.0,4.0,12.0,1686.0,44.0,22.0,4400.0,9999.0,9999.0,9999.0,8.35,9999.0,9999.0,16.5,940.0,495.0,21.4,15.0,21.0,1.0,28.0,35.0,40.0,44.0,3741.0,1608.0,1424.0,2443.0,155.0,112.0,0.66,36.2,2842.0,0.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1686.0,44.0,22.0,4400.0,9999.0,9999.0,9999.0,8.35,9999.0,9999.0,16.5,970.0,495.0,22.0,15.0,21.0,1.0,28.0,35.0,40.0,44.0,3741.0,1608.0,1424.0,2443.0,155.0,112.0,639.0,36.2,2842.0,0.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,50.0,20.0,4200.0,900.0,5050.0,9999.0,8.82,9999.0,9999.0,17.7,1195.0,545.0,23.9,15.0,21.0,1.0,28.0,34.0,39.0,47.0,4183.0,1742.0,1439.0,2511.0,160.0,133.0,9999.0,38.5,3.26,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,860.0,9999.0,9999.0,13.92,9999.0,9999.0,13.0,1232.0,543.0,18.7,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4183.0,1742.0,1439.0,2511.0,180.0,210.0,9999.0,45.3,2562.0,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,3750.0,860.0,5000.0,9999.0,13.92,9999.0,8.8,13.3,1225.0,415.0,18.6,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4081.0,1695.0,1425.0,2472.0,175.0,210.0,0.6509999999999999,44.4,2387.0,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,5000.0,9999.0,15.58,9999.0,7.6,11.3,1225.0,415.0,15.1,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4081.0,1695.0,1425.0,2471.0,190.0,235.0,0.6509999999999999,45.1,2.4,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1527.0,42.0,23.0,5000.0,800.0,5450.0,9999.0,7.82,9999.0,9999.0,18.7,900.0,480.0,21.4,15.0,21.0,1.0,28.0,35.0,40.0,44.0,3720.0,1585.0,1440.0,2360.0,146.0,95.0,0.6509999999999999,36.4,2752.0,0.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,3750.0,860.0,5000.0,9999.0,13.92,9999.0,9.0,13.1,1313.0,532.0,19.9,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4397.0,1735.0,1485.0,2515.0,180.0,210.0,0.6779999999999999,45.1,2576.0,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,50.0,20.0,4200.0,850.0,5050.0,9999.0,8.82,9999.0,11.2,17.3,1159.0,460.0,23.2,15.0,21.0,1.0,28.0,34.0,39.0,47.0,4137.0,1640.0,1459.0,2444.0,158.0,133.0,706.0,38.8,2.732,51.0,57.0
4.2,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,3750.0,860.0,5000.0,9999.0,13.92,9999.0,8.5,12.8,1168.0,460.0,17.7,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4137.0,1640.0,1459.0,2444.0,176.0,210.0,706.0,46.8,2.264,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,790.0,5000.0,9999.0,13.92,9999.0,8.8,13.5,1265.0,550.0,19.2,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4479.0,1733.0,1416.0,2617.0,182.0,210.0,629.0,43.7,2656.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1753.0,55.0,19.0,4000.0,9999.0,9999.0,9999.0,10.04,9999.0,9999.0,14.3,1050.0,500.0,19.1,15.0,22.0,1.0,29.0,34.0,38.0,48.0,3828.0,1634.0,1334.0,2446.0,168.0,140.0,662.0,36.7,2.93,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,9999.0,9999.0,15.58,9999.0,9999.0,11.2,1271.0,514.0,15.7,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4439.0,1742.0,1436.0,2513.0,193.0,235.0,654.0,45.1,2576.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,9999.0,9999.0,15.58,9999.0,9999.0,11.5,1300.0,545.0,16.0,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4511.0,1731.0,1429.0,2512.0,192.0,235.0,0.6559999999999999,43.9,2.6,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,85.0,18.0,4000.0,900.0,5000.0,9999.0,18.89,9999.0,7.3,10.7,1344.0,556.0,15.8,15.0,21.0,1.0,29.0,34.0,38.0,45.0,4675.0,1740.0,1459.0,2703.0,200.0,285.0,624.0,47.6,2439.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,860.0,5000.0,9999.0,13.92,9999.0,9.2,13.5,1305.0,555.0,19.8,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4675.0,1740.0,1459.0,2703.0,184.0,210.0,581.0,43.7,2656.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,5000.0,9999.0,15.58,9999.0,9999.0,11.3,1314.0,556.0,16.2,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4675.0,1740.0,1459.0,2703.0,196.0,235.0,581.0,49.4,2352.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1527.0,40.0,23.0,5000.0,800.0,5450.0,9999.0,7.82,9999.0,9999.0,18.3,890.0,480.0,22.3,15.0,21.0,1.0,28.0,35.0,40.0,44.0,3718.0,1595.0,1368.0,2385.0,158.0,95.0,619.0,35.7,2884.0,0.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1870.0,72.0,21.0,4000.0,9999.0,9999.0,9999.0,13.44,9999.0,9999.0,11.9,1085.0,495.0,15.1,15.0,21.0,1.0,29.0,34.0,39.0,47.0,3931.0,1698.0,1366.0,2463.0,186.0,200.0,627.0,35.4,3.75,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1994.0,74.0,20.0,4200.0,9999.0,9999.0,9999.0,15.13,9999.0,9999.0,10.6,1230.0,490.0,16.6,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4517.0,1696.0,1394.0,2620.0,185.0,240.0,9999.0,43.1,2556.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1994.0,74.0,20.0,4200.0,9999.0,9999.0,9999.0,15.13,9999.0,9999.0,10.6,1230.0,490.0,16.6,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4517.0,1696.0,1394.0,2620.0,185.0,240.0,9999.0,43.1,2556.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,790.0,5000.0,9999.0,13.92,9999.0,9.0,13.8,1305.0,550.0,19.8,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4479.0,1733.0,1416.0,2617.0,178.0,210.0,653.0,43.7,2656.0,51.0,57.0
4.3,1.0,8.0,9.0,4.0,12.0,1896.0,50.0,20.0,4200.0,900.0,5050.0,9999.0,8.82,9999.0,11.8,18.5,1280.0,535.0,25.6,15.0,21.0,1.0,28.0,34.0,39.0,47.0,4397.0,1735.0,1485.0,2515.0,160.0,133.0,0.6779999999999999,38.5,3.18,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,85.0,18.0,4000.0,900.0,5000.0,9999.0,20.55,9999.0,9999.0,10.5,1285.0,550.0,15.1,15.0,21.0,1.0,29.0,34.0,38.0,45.0,4479.0,1733.0,1416.0,2617.0,200.0,310.0,629.0,47.6,2439.0,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,860.0,9999.0,9999.0,13.92,9999.0,9999.0,13.0,1245.0,525.0,18.9,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4439.0,1742.0,1436.0,2513.0,181.0,210.0,654.0,45.3,2562.0,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,850.0,5000.0,9999.0,9999.0,9999.0,9999.0,13.5,1285.0,545.0,19.5,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4511.0,1731.0,1429.0,2512.0,178.0,210.0,0.6559999999999999,45.1,2576.0,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1870.0,72.0,21.0,4000.0,9999.0,9999.0,9999.0,13.44,9999.0,9999.0,12.3,1075.0,650.0,14.9,15.0,21.0,1.0,29.0,34.0,39.0,47.0,4400.0,1698.0,1419.0,2575.0,183.0,200.0,617.0,42.5,2.5,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1870.0,72.0,21.0,4000.0,9999.0,9999.0,9999.0,13.44,9999.0,9999.0,12.3,1055.0,650.0,14.7,15.0,21.0,1.0,29.0,34.0,39.0,47.0,4129.0,1696.0,1419.0,2575.0,183.0,200.0,637.0,42.5,2.5,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1910.0,77.0,18.0,4000.0,9999.0,9999.0,9999.0,13.16,9999.0,9999.0,10.4,1170.0,510.0,15.2,15.0,21.0,1.0,29.0,34.0,38.0,43.0,4025.0,1755.0,1420.0,2540.0,187.0,200.0,9999.0,38.1,2.8,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1998.0,66.0,19.0,4000.0,9999.0,9999.0,9999.0,13.84,9999.0,9999.0,12.2,1270.0,445.0,19.2,15.0,21.0,1.0,29.0,34.0,39.0,48.0,4200.0,1705.0,1420.0,2610.0,178.0,220.0,0.5920000000000001,47.0,2319.0,51.0,57.0
4.4,1.0,7.0,9.0,4.0,12.0,998.0,50.0,10.0,6000.0,550.0,9999.0,9999.0,11.33,9999.0,9999.0,13.8,840.0,415.0,16.8,15.0,20.0,2.0,28.0,33.0,38.0,42.0,3615.0,1660.0,1500.0,2370.0,155.0,90.0,9999.0,29.0,3.7,50.0,54.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,85.0,18.0,4000.0,900.0,5000.0,9999.0,20.55,9999.0,9999.0,10.7,1320.0,550.0,15.5,15.0,21.0,1.0,29.0,34.0,38.0,45.0,4479.0,1733.0,1416.0,2617.0,196.0,310.0,653.0,47.6,2439.0,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,85.0,18.0,4000.0,900.0,5000.0,9999.0,18.89,9999.0,7.5,11.1,1351.0,529.0,15.9,15.0,21.0,1.0,29.0,34.0,38.0,45.0,4397.0,1735.0,1485.0,2515.0,195.0,285.0,0.6779999999999999,55.1,2.18,51.0,57.0
4.4,1.0,8.0,9.0,4.0,12.0,1896.0,85.0,18.0,4000.0,900.0,5000.0,9999.0,18.89,9999.0,7.5,11.1,1361.0,519.0,16.0,15.0,21.0,1.0,29.0,34.0,38.0,45.0,4409.0,1735.0,1485.0,2515.0,195.0,285.0,0.6779999999999999,55.1,2.18,51.0,57.0
4.5,2.0,7.0,9.0,3.0,12.0,599.0,40.0,10.0,5250.0,800.0,6000.0,6000.0,18.46,7.7,11.4,17.5,730.0,260.0,18.3,15.0,18.0,1.0,29.0,33.0,39.0,42.0,2514.0,1537.0,1548.0,1812.0,135.0,88.0,9999.0,35.7,2.9330000000000003,50.0,54.0
4.5,1.0,8.0,9.0,4.0,12.0,1995.0,74.0,19.0,4300.0,800.0,9999.0,9999.0,14.49,9999.0,9999.0,12.0,1300.0,445.0,17.6,15.0,24.0,1.0,29.0,34.0,38.0,46.0,4110.0,1709.0,1425.0,2606.0,188.0,230.0,609.0,46.4,2.55,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1995.0,60.0,19.0,4300.0,800.0,9999.0,9999.0,11.65,9999.0,9999.0,15.5,1320.0,560.0,22.0,15.0,24.0,1.0,29.0,34.0,38.0,46.0,4495.0,1707.0,1425.0,2637.0,178.0,185.0,557.0,42.5,2.7,51.0,56.0
4.5,1.0,8.0,9.0,4.0,12.0,1995.0,74.0,19.0,4300.0,800.0,9999.0,9999.0,12.91,9999.0,9999.0,13.0,1320.0,570.0,17.8,15.0,24.0,1.0,29.0,34.0,38.0,46.0,4495.0,1707.0,1425.0,2637.0,195.0,205.0,557.0,42.5,2.7,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1997.0,80.0,18.0,4000.0,780.0,9999.0,9999.0,15.73,9999.0,9999.0,12.5,1436.0,474.0,18.0,17.0,21.0,1.0,29.0,34.0,38.0,43.0,4524.0,1755.0,1400.0,2740.0,191.0,250.0,0.6859999999999999,46.2,2478.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1997.0,80.0,18.0,4000.0,780.0,9999.0,9999.0,15.73,9999.0,9999.0,12.5,1500.0,430.0,18.8,17.0,21.0,1.0,29.0,34.0,38.0,43.0,4524.0,1755.0,1400.0,2740.0,191.0,250.0,0.6859999999999999,46.2,2478.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1910.0,77.0,18.0,4000.0,9999.0,9999.0,9999.0,16.78,9999.0,9999.0,10.4,1210.0,520.0,15.7,15.0,21.0,1.0,29.0,34.0,38.0,43.0,4093.0,1712.0,1431.0,2540.0,185.0,255.0,9999.0,43.8,2416.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1910.0,77.0,18.0,4000.0,9999.0,9999.0,9999.0,13.16,9999.0,9999.0,10.6,1195.0,540.0,15.5,15.0,21.0,1.0,29.0,34.0,38.0,43.0,4187.0,1741.0,1420.0,2540.0,185.0,200.0,9999.0,38.1,2.8,51.0,57.0
4.5,1.0,7.0,9.0,4.0,12.0,899.0,29.0,9.0,5500.0,850.0,9999.0,9999.0,9.09,9999.0,9999.0,18.0,735.0,465.0,25.3,16.0,20.0,1.0,28.0,36.0,39.0,42.0,3319.0,1508.0,1440.0,2200.0,150.0,65.0,9999.0,28.5,3.47,50.0,54.0
4.5,1.0,7.0,9.0,4.0,12.0,1108.0,40.0,10.0,5500.0,9999.0,9999.0,9999.0,9.75,9999.0,9999.0,14.8,750.0,450.0,18.8,15.0,21.0,1.0,28.0,36.0,39.0,42.0,3319.0,1508.0,1440.0,2200.0,150.0,86.0,9999.0,35.6,2.729,50.0,54.0
4.5,1.0,8.0,9.0,4.0,12.0,1998.0,74.0,19.0,4000.0,9999.0,9999.0,9999.0,13.84,9999.0,9999.0,11.5,1265.0,510.0,17.1,15.0,21.0,1.0,29.0,34.0,39.0,46.0,4590.0,1710.0,1430.0,2610.0,185.0,220.0,0.6579999999999999,45.9,2455.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1998.0,74.0,19.0,4000.0,9999.0,9999.0,9999.0,13.84,9999.0,9999.0,11.5,1285.0,510.0,17.4,15.0,21.0,1.0,29.0,34.0,39.0,46.0,4590.0,1710.0,1430.0,2610.0,185.0,220.0,0.6579999999999999,45.9,2455.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1896.0,66.0,20.0,4000.0,860.0,5000.0,9999.0,13.92,9999.0,9.4,13.8,1350.0,550.0,20.5,15.0,21.0,1.0,29.0,34.0,38.0,47.0,4669.0,1740.0,1496.0,2703.0,178.0,210.0,688.0,43.7,2656.0,51.0,57.0
4.5,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,860.0,5000.0,9999.0,15.58,9999.0,7.5,11.5,1360.0,550.0,16.8,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4669.0,1740.0,1496.0,2703.0,190.0,235.0,645.0,49.4,2352.0,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,1689.0,66.0,19.0,4200.0,760.0,4850.0,4650.0,13.39,5.5,8.7,13.3,1110.0,435.0,16.8,15.0,19.0,2.0,29.0,34.0,38.0,43.0,3575.0,1719.0,1575.0,2423.0,168.0,180.0,736.0,48.0,2199.0,51.0,55.0
4.6,1.0,8.0,9.0,4.0,12.0,1896.0,81.0,20.0,4150.0,830.0,5000.0,9999.0,15.58,9999.0,8.7,12.6,1430.0,580.0,17.7,15.0,21.0,1.0,29.0,34.0,38.0,44.0,4796.0,1810.0,1452.0,2760.0,194.0,235.0,613.0,45.8,2.527,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,1995.0,74.0,19.0,4300.0,800.0,9999.0,9999.0,14.49,9999.0,9999.0,12.0,1320.0,445.0,17.8,15.0,24.0,1.0,29.0,34.0,38.0,46.0,4252.0,1709.0,1425.0,2606.0,188.0,230.0,589.0,46.4,2.55,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,1995.0,60.0,19.0,4300.0,800.0,9999.0,9999.0,11.65,9999.0,9999.0,14.5,1225.0,520.0,20.4,15.0,18.0,1.0,29.0,34.0,38.0,48.0,4110.0,1709.0,1425.0,2606.0,175.0,185.0,609.0,41.9,2.768,51.0,56.0
4.6,1.0,8.0,9.0,4.0,12.0,1997.0,66.0,18.0,4000.0,9999.0,9999.0,9999.0,12.9,9999.0,9999.0,14.9,1300.0,550.0,19.7,15.0,21.0,1.0,29.0,34.0,39.0,43.0,4276.0,1751.0,1637.0,2760.0,172.0,205.0,782.0,45.4,2.51,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,1997.0,66.0,18.0,4000.0,9999.0,9999.0,9999.0,12.9,9999.0,9999.0,14.9,1300.0,550.0,19.7,15.0,21.0,1.0,29.0,34.0,39.0,43.0,4276.0,1751.0,1637.0,2760.0,172.0,205.0,782.0,45.4,2.51,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,1870.0,72.0,18.0,4000.0,9999.0,9999.0,9999.0,13.44,9999.0,9999.0,12.5,1310.0,590.0,18.2,15.0,21.0,1.0,29.0,34.0,39.0,47.0,4508.0,1752.0,1442.0,2670.0,185.0,200.0,621.0,41.1,2822.0,51.0,57.0
4.6,1.0,8.0,9.0,4.0,12.0,2172.0,85.0,20.0,4300.0,9999.0,9999.0,4750.0,15.04,9999.0,9999.0,8.5,1370.0,520.0,16.1,15.0,18.0,1.0,29.0,34.0,38.0,46.0,4629.0,1711.0,1428.0,2605.0,200.0,260.0,9999.0,44.7,2521.0,51.0,56.0
4.6,1.0,8.0,9.0,4.0,12.0,2172.0,85.0,20.0,4300.0,900.0,9999.0,9999.0,15.04,9999.0,9999.0,10.9,1370.0,520.0,16.1,15.0,18.0,1.0,29.0,34.0,38.0,46.0,4629.0,1711.0,1428.0,2605.0,200.0,260.0,9999.0,29.5,3.8,51.0,56.0
